ecli,drug,relevant_countries
ECLI:NL:RBNNE:2019:1831,methamfetamine,[' Netherlands']
ECLI:NL:RBLIM:2020:8098,harddrugs,"['Netherlands', 'Germany', ' Netherlands', ' Belgium']"
ECLI:NL:RBLIM:2020:8098,drugs,"[' Netherlands', ' Belgium']"
ECLI:NL:RBLIM:2020:8098,heroïne,[' Netherlands']
ECLI:NL:RBLIM:2020:8098,cocaïne,[' Netherlands']
ECLI:NL:PHR:2017:878,drugs,"[' Bosnia and Herzegovina', ' Germany', ' Belgium', 'Romania', 'United Kingdom']"
ECLI:NL:PHR:2017:878,heroïne,"[' Bosnia and Herzegovina', ' Germany', ' Belgium', 'Romania', 'United Kingdom']"
ECLI:NL:GHSHE:2011:BQ2121,drugs,[' Netherlands']
ECLI:NL:GHSHE:2011:BQ2121,mdma,[' Netherlands']
ECLI:NL:RBROT:2021:8924,drugs,[' Netherlands']
ECLI:NL:RBOBR:2019:261,mdma,[' Netherlands']
ECLI:NL:RBHAA:2007:AZ9416,pillen,"['Asia', ' Netherlands']"
ECLI:NL:RBHAA:2007:AZ9416,xtc,[' Netherlands']
ECLI:NL:RBHAA:2007:AZ9416,mdma,[' Netherlands']
ECLI:NL:RBHAA:2007:AZ9416,amfetamine,[' Netherlands']
ECLI:NL:RBHAA:2007:AZ9416,methamfetamine,[' Netherlands']
ECLI:NL:RBAMS:2020:4518,cocaïne,['Turkey']
ECLI:NL:RBROT:2020:10572,drugs,[' Netherlands']
ECLI:NL:RBZUT:2012:BW5832,harddrugs,[' Netherlands']
ECLI:NL:RBUTR:2010:BM0308,heroïne,['India']
ECLI:NL:RBROE:2001:AB0946,drugs,[' Netherlands']
ECLI:NL:RBZWB:2017:5972,pillen,['Turkey']
ECLI:NL:RBZWB:2017:5972,weed,['Germany']
ECLI:NL:RBZWB:2017:5972,hennep,['Germany']
ECLI:NL:RBZWB:2017:5972,harddrugs,[' Belgium']
ECLI:NL:RBOVE:2020:2038,cocaïne,"[' Netherlands', 'Netherlands']"
ECLI:NL:RBOVE:2020:2038,drugs,['Portugal']
ECLI:NL:RBNNE:2020:3428,drugs,['Germany']
ECLI:NL:RBAMS:2020:4514,cocaïne,['Turkey']
ECLI:NL:RBGEL:2018:5606,amfetaminen,[' Netherlands']
ECLI:NL:PHR:2004:AP1495,cocaïne,"[' Netherlands', 'Netherlands']"
ECLI:NL:PHR:2004:AP1495,hasj,[' Netherlands']
ECLI:NL:PHR:2004:AP1495,drugs,"[' Czechia', ' Netherlands']"
ECLI:NL:GHSHE:2021:2233,amfetamine,['Germany']
ECLI:NL:GHSHE:2021:2233,drugs,[' Netherlands']
ECLI:NL:RBNNE:2017:2947,cocaïne,"['Dominican Republic', 'Colombia', 'Sweden', ' Netherlands', 'Germany', 'Netherlands', ' Belgium', ' United States', 'Ecuador', ' Sweden', 'Belgium']"
ECLI:NL:RBNNE:2017:2947,xtc,"['Dominican Republic', 'Colombia', ' Netherlands', 'Germany', 'Sweden']"
ECLI:NL:RBNNE:2017:2947,speed,"['Dominican Republic', 'Colombia', ' Netherlands', 'Germany', 'Sweden']"
ECLI:NL:RBNNE:2017:2947,harddrugs,"['Netherlands', ' United States', 'Sweden', 'Germany', 'Dominican Republic', ' Netherlands', 'Belgium']"
ECLI:NL:RBNNE:2017:2947,drugs,"['Dominican Republic', ' Netherlands', 'Colombia']"
ECLI:NL:RBNNE:2017:2947,amfetamine,"['Sweden', ' United States', 'Netherlands', 'Germany', 'Dominican Republic', ' Sweden', ' Netherlands', 'Belgium']"
ECLI:NL:RBLIM:2021:5546,drugs,['Belgium']
ECLI:NL:RBZWB:2017:1624,drugs,['Spain']
ECLI:NL:HR:2015:2866,drugs,"[' Netherlands', 'Netherlands']"
ECLI:NL:RBLIM:2014:3197,mdma,[' Netherlands']
ECLI:NL:RBLIM:2014:3197,amfetamine,"[' Netherlands', 'Belgium', ' Germany', 'Netherlands']"
ECLI:NL:RBLIM:2014:3197,amfetamineolie,[' Netherlands']
ECLI:NL:RBLIM:2014:3197,bmk,"[' Netherlands', 'Belgium', ' Germany', 'Netherlands']"
ECLI:NL:RBLIM:2014:3197,drugs,[' Netherlands']
ECLI:NL:PHR:2007:BA5037,cocaine,[' Netherlands']
ECLI:NL:PHR:2007:BA5037,heroine,[' Netherlands']
ECLI:NL:PHR:2007:BA5037,paracetamol,[' Netherlands']
ECLI:NL:PHR:2007:BA5037,fenacetine,[' Netherlands']
ECLI:NL:HR:2021:1841,drugs,"[' Belgium', ' Turkey']"
ECLI:NL:RBGEL:2021:7218,crystal,[' Germany']
ECLI:NL:RBMNE:2020:66,hasj,"['Netherlands', 'Spain', ' Netherlands']"
ECLI:NL:PHR:2007:BB3067,drugs,"[' United Kingdom', ' Netherlands']"
ECLI:NL:PHR:2007:BB3067,xtc-pillen,"[' Germany', 'Belgium', 'Germany', ' Belgium']"
ECLI:NL:PHR:2007:BB3067,pillen,"[' Belgium', 'Germany', ' Germany']"
ECLI:NL:PHR:2007:BB3067,xtc,"[' Germany', ' Netherlands', 'Germany', ' Iran', ' United States']"
ECLI:NL:RBOVE:2022:797,drugs,[' Netherlands']
ECLI:NL:PHR:2017:1087,drugs,[' Bolivia']
ECLI:NL:RBNNE:2017:2946,cocaïne,"['Dominican Republic', 'Colombia', 'Ecuador', ' Netherlands', 'Germany', 'Sweden', 'Netherlands', ' Belgium', ' United States', ' Sweden', 'Belgium']"
ECLI:NL:RBNNE:2017:2946,xtc,"['Dominican Republic', ' Netherlands', 'Germany', 'Sweden', 'Colombia']"
ECLI:NL:RBNNE:2017:2946,speed,"['Dominican Republic', ' Netherlands', 'Germany', 'Sweden', 'Colombia']"
ECLI:NL:RBNNE:2017:2946,harddrugs,"['Netherlands', ' United States', 'Sweden', 'Germany', 'Dominican Republic', ' Netherlands', 'Belgium']"
ECLI:NL:RBNNE:2017:2946,amfetamine,"['Netherlands', ' United States', 'Sweden', 'Germany', 'Dominican Republic', ' Netherlands', ' Sweden', 'Belgium']"
ECLI:NL:RBNNE:2017:2946,drugs,"['Dominican Republic', ' Belgium', ' Netherlands', 'Colombia', 'Netherlands']"
ECLI:NL:RBMAA:2010:BN1370,drugs,['Morocco']
ECLI:NL:GHSHE:2019:4714,amfetamine,[' Netherlands']
ECLI:NL:GHSHE:2019:4714,drugs,[' Netherlands']
ECLI:NL:PHR:2019:1186,cocaïne,"['United States', ' United States']"
ECLI:NL:GHSHE:2004:AP1487,pillen,[' United Kingdom']
ECLI:NL:GHSHE:2004:AP1487,drugs,[' United Kingdom']
ECLI:NL:RBAMS:2019:2812,cocaïne,[' Netherlands']
ECLI:NL:RBUTR:2010:BM0305,heroïne,['India']
ECLI:NL:RBMAA:2008:BE0054,drugs,['Belgium']
ECLI:NL:RBMAA:2008:BE0054,amfetamine,['Belgium']
ECLI:NL:HR:2001:AB1520,hashish,"[' United States', 'Canada']"
ECLI:NL:RBLIM:2021:8822,harddrugs,"[' Netherlands', ' Belgium']"
ECLI:NL:PHR:2021:340,weed,['Germany']
ECLI:NL:GHSHE:2018:1830,drugs,[' Netherlands']
ECLI:NL:RBNNE:2017:2953,cocaïne,"['Dominican Republic', ' Netherlands', 'Germany', 'Sweden', 'Netherlands', 'Ecuador', 'Belgium']"
ECLI:NL:RBNNE:2017:2953,xtc,"['Sweden', 'Germany']"
ECLI:NL:RBNNE:2017:2953,speed,"['Sweden', 'Germany']"
ECLI:NL:RBNNE:2017:2953,harddrugs,"['Netherlands', ' United States', 'Sweden', 'Germany', 'Dominican Republic', ' Netherlands', 'Belgium']"
ECLI:NL:RBNNE:2017:2953,drugs,"['Germany', 'Sweden']"
ECLI:NL:RBNNE:2017:2953,amfetamine,"['Germany', 'Sweden']"
ECLI:NL:RBMAA:2010:BL3425,cocaïne,"['Netherlands', 'Germany', 'Colombia', ' Netherlands', ' Germany']"
ECLI:NL:RBSHE:2008:BC3145,mdma,"[' Belgium', 'Belgium', ' Netherlands']"
ECLI:NL:RBSHE:2008:BC3145,amfetamine,"[' Belgium', 'Belgium', ' Netherlands']"
ECLI:NL:RBSHE:2008:BC3145,drugs,['Belgium']
ECLI:NL:RBROT:2002:AE4239,harddrugs,"[' France', ' Netherlands']"
ECLI:NL:RBROT:2002:AE4239,cocaïne,"[' France', ' Netherlands']"
ECLI:NL:RBNNE:2021:1804,bmk,"[' Malawi', ' Argentina', ' France', ' Netherlands', ' Ethiopia']"
ECLI:NL:RBNNE:2021:1804,benzylmethylketon,"[' Malawi', ' Netherlands', ' Ethiopia']"
ECLI:NL:RBNNE:2021:1804,amfetamine,"[' Malawi', ' Argentina', ' France', ' Netherlands', ' Ethiopia']"
ECLI:NL:RBNNE:2021:1804,n-formylamfetamine,"[' Argentina', ' France', ' Netherlands', ' Ethiopia']"
ECLI:NL:RBNNE:2021:1804,mierenzuur,"[' Netherlands', ' Ethiopia']"
ECLI:NL:RBNNE:2021:1804,formamide,"[' Netherlands', ' Ethiopia']"
ECLI:NL:RBNNE:2021:1804,apaan,"[' Netherlands', ' Ethiopia']"
ECLI:NL:GHSHE:2020:1355,amfetamine,"[' Netherlands', 'Netherlands']"
ECLI:NL:GHSHE:2020:1355,drugs,"[' Netherlands', 'Netherlands']"
ECLI:NL:GHARL:2016:2243,drugs,"['Netherlands', ' United Kingdom']"
ECLI:NL:PHR:2010:BL8803,cocaïne,"[' Netherlands', 'Croatia']"
ECLI:NL:RBOBR:2019:6387,drugs,[' Netherlands']
ECLI:NL:RBOBR:2019:6387,formamide,['Germany']
ECLI:NL:RBOBR:2019:6387,mdma,['Germany']
ECLI:NL:RBZWB:2017:5955,hennep,['Germany']
ECLI:NL:RBZWB:2017:5955,harddrugs,[' Belgium']
ECLI:NL:PHR:2006:AU3426,cocaine,"[' United Kingdom', ' Suriname']"
ECLI:NL:PHR:2006:AU3426,hasjiesj,"[' United Kingdom', ' Suriname']"
ECLI:NL:RBROT:2019:8429,cocaïne,"['Dominican Republic', ' Netherlands', 'Netherlands']"
ECLI:NL:RVS:2016:2401,drugs,[' Netherlands']
ECLI:NL:RVS:2016:2401,amfetamine,[' Netherlands']
ECLI:NL:RBOBR:2015:4748,cannabis,"[' Saudi Arabia', ' Netherlands']"
ECLI:NL:RBOBR:2015:4748,hennep,"[' Saudi Arabia', ' Netherlands']"
ECLI:NL:RBSGR:2002:AF2605,hennep,"[' Belgium', ' United Kingdom']"
ECLI:NL:GHSHE:2021:2237,amfetamine,"[' Netherlands', ' United States']"
ECLI:NL:GHSHE:2021:2237,drugs,"[' Netherlands', ' United States']"
ECLI:NL:HR:2020:1960,drugs,[' Netherlands']
ECLI:NL:GHSHE:2018:700,mdma,"[' Netherlands', 'Netherlands']"
ECLI:NL:GHSHE:2018:700,mdea,"[' Netherlands', 'Netherlands']"
ECLI:NL:GHSHE:2018:700,amfetamine,"[' Netherlands', 'Netherlands']"
ECLI:NL:GHSHE:2018:700,methamfetamine,"[' Netherlands', 'Netherlands']"
ECLI:NL:GHSHE:2018:700,piperonal,"[' Netherlands', 'Netherlands']"
ECLI:NL:GHSHE:2018:700,formamide,"[' Netherlands', 'Netherlands']"
ECLI:NL:GHSHE:2018:700,apaan,"[' Netherlands', 'Netherlands', 'China']"
ECLI:NL:GHSHE:2018:700,drugs,['China']
ECLI:NL:RBGEL:2015:5082,amfetamine,[' Netherlands']
ECLI:NL:RBGEL:2015:5082,apaan,[' Netherlands']
ECLI:NL:RBGEL:2015:5082,bmk,[' Netherlands']
ECLI:NL:RBGEL:2014:4627,harddrugs,[' Netherlands']
ECLI:NL:RBGEL:2014:4627,cocaïne,[' Netherlands']
ECLI:NL:RBMAA:2010:BN1376,drugs,['Morocco']
ECLI:NL:RBSGR:2009:BK0571,heroïne,"[' South Africa', ' United Kingdom', 'Ireland', 'Netherlands']"
ECLI:NL:RVS:2013:2532,cannabis,"[' Belgium', ' Switzerland', ' Turkey']"
ECLI:NL:RVS:2013:2532,drugs,[' Netherlands']
ECLI:NL:RVS:2013:2532,harddrugs,"[' Netherlands', 'Netherlands']"
ECLI:NL:RBAMS:2020:4520,cocaïne,['Turkey']
ECLI:NL:RBLEE:2006:AX0667,drugs,[' Belgium']
ECLI:NL:RBOBR:2018:278,mdma,"['Belgium', 'Germany']"
ECLI:NL:RBUTR:2012:7102,cocaïne,"[' Netherlands', 'Netherlands']"
ECLI:NL:RBUTR:2012:7102,heroïne,"[' Netherlands', 'Netherlands']"
ECLI:NL:RBGRO:2010:BM9960,drugs,['Sweden']
ECLI:NL:RBGRO:2010:BM9960,cocaïne,['Sweden']
ECLI:NL:RBDHA:2021:432,harddrugs,"['Netherlands', 'Belgium', 'Germany']"
ECLI:NL:GHSHE:2016:429,drugs,[' Belgium']
ECLI:NL:GHSHE:2016:429,mdma,[' Belgium']
ECLI:NL:GHSHE:2016:429,amfetamine,[' Belgium']
ECLI:NL:RBROT:2019:8432,drugs,"[' Israel', ' United States']"
ECLI:NL:RBAMS:2019:3112,drugs,['France']
ECLI:NL:RBAMS:2019:3102,drugs,['France']
ECLI:NL:GHSGR:2012:BV8948,drugs,"['South America', 'Netherlands']"
ECLI:NL:GHSGR:2012:BV8948,cocaïne,"['South America', 'Netherlands']"
ECLI:NL:GHSGR:2012:BV8948,cocaïnetransport,"['South America', 'Netherlands']"
ECLI:NL:PHR:2010:BM4453,drugs,"['Netherlands', 'France', 'India']"
ECLI:NL:PHR:2001:AB0840,mdma,"['Sweden', 'Netherlands']"
ECLI:NL:PHR:2001:AB0840,amfetaminen,"['Sweden', 'Netherlands']"
ECLI:NL:PHR:2001:AB0840,drugs,"['Sweden', ' Sweden']"
ECLI:NL:RBOVE:2020:3598,drugs,[' Belgium']
ECLI:NL:RBOVE:2020:3598,amfetamine,"[' Belgium', ' Netherlands']"
ECLI:NL:RBOVE:2020:3598,bmk,[' Netherlands']
ECLI:NL:RBROT:2017:1814,drugs,['Brazil']
ECLI:NL:RBROT:2017:1814,cocaïne,"[' Chile', ' United States', 'Netherlands']"
ECLI:NL:RBHAA:2008:BH0368,cocaïne,"[' France', ' Ghana', ' Netherlands', ' Philippines']"
ECLI:NL:RBHAA:2008:BH0368,drugs,"['United States', ' Netherlands']"
ECLI:NL:RBHAA:2008:BH0737,cocaïne,"[' France', ' United Arab Emirates', ' Netherlands', ' Philippines']"
ECLI:NL:PHR:2021:417,heroïne,[' United Kingdom']
ECLI:NL:PHR:2021:417,drugs,[' United Kingdom']
ECLI:NL:RBOVE:2017:1593,amfetamine,['Germany']
ECLI:NL:RBOVE:2017:1593,drugs,[' Netherlands']
ECLI:NL:RBOVE:2017:1593,bmk,"[' Spain', ' United Kingdom']"
ECLI:NL:RBOVE:2017:1593,apaan,"[' Spain', ' United Kingdom']"
ECLI:NL:RBMAA:2008:BC8198,cannabis,[' France']
ECLI:NL:RBNNE:2013:8072,gbl,"[' Belgium', 'Germany']"
ECLI:NL:RBNNE:2013:8072,ghb,['Germany']
ECLI:NL:RBLIM:2021:9613,drugs,[' Netherlands']
ECLI:NL:RBLIM:2021:9613,cocaïne,[' Netherlands']
ECLI:NL:PHR:2009:BH2931,marihuana,[' Netherlands']
ECLI:NL:HR:2001:AB0840,mdma,"['Sweden', 'Netherlands']"
ECLI:NL:HR:2001:AB0840,amfetaminen,"['Sweden', 'Netherlands']"
ECLI:NL:HR:2001:AB0840,drugs,"['Sweden', ' Sweden']"
ECLI:NL:RBAMS:2018:2085,drugs,"['Belgium', 'Netherlands']"
ECLI:NL:RBAMS:2012:BY0273,drugs,[' Netherlands']
ECLI:NL:RBMID:2008:BG6660,drugs,[' Netherlands']
ECLI:NL:RBSGR:2008:BE9527,harddrugs,[' Netherlands']
ECLI:NL:RBAMS:2018:1744,drugs,['Ireland']
ECLI:NL:RBAMS:2018:1743,drugs,['Ireland']
ECLI:NL:RBAMS:2018:2999,drugs,"['Belgium', ' Belgium']"
ECLI:NL:GHAMS:2006:AZ0598,xtc-pillen,['United States']
ECLI:NL:RVS:2012:BY4410,cocaïne,['Germany']
ECLI:NL:RVS:2012:BY4410,harddrugs,[' Germany']
ECLI:NL:RBMAA:2012:BX5788,drugs,[' Netherlands']
ECLI:NL:RBZLY:2011:BR2183,drugs,['Poland']
ECLI:NL:GHLEE:2010:BM1732,amfetamine,['Germany']
ECLI:NL:GHLEE:2010:BM1732,xtc,['Germany']
ECLI:NL:RVS:2009:BJ9535,harddrugs,"[' United States', ' Netherlands']"
ECLI:NL:GHSHE:2004:AO5359,drugs,[' Netherlands']
ECLI:NL:RBSGR:2002:AE6513,drugs,[' Netherlands']
ECLI:NL:RBAMS:2021:3112,cocaïne,[' Netherlands']
ECLI:NL:GHSHE:2021:833,cocaïne,[' Netherlands']
ECLI:NL:GHSHE:2021:833,heroïne,[' Netherlands']
ECLI:NL:RBAMS:2020:2595,cocaïne,[' Netherlands']
ECLI:NL:RBROE:2009:BK5181,cocaïne,[' Netherlands']
ECLI:NL:RBUTR:2007:BC0846,hennep,"[' Netherlands', 'Netherlands', ' Belgium']"
ECLI:NL:RBAMS:2017:5458,heroïne,"[' United Kingdom', ' South Africa']"
ECLI:NL:RBAMS:2017:5458,drugs,"['Poland', 'Spain', ' United Kingdom', 'France', 'Netherlands']"
ECLI:NL:RBLIM:2016:8317,amfetamine,"[' Germany', 'Germany']"
ECLI:NL:RBMAA:2011:BR3909,harddrugs,[' Netherlands']
ECLI:NL:PHR:2004:AO9639,hash,['Romania']
ECLI:NL:RBZWB:2021:5061,amfetamine,[' Netherlands']
ECLI:NL:PHR:2007:BA3142,heroïne,"[' Belgium', ' Netherlands']"
ECLI:NL:RBARN:2007:BA2366,hasjiesj,"['Switzerland', ' Belgium', 'France', 'Germany']"
ECLI:NL:RBARN:2007:BA2366,hennep,"['Switzerland', ' Belgium', 'South America', 'France', 'Germany', 'Netherlands']"
ECLI:NL:RBARN:2007:BA2366,drugs,[' Belgium']
ECLI:NL:RBOVE:2017:5319,amfetamine,"['Netherlands', 'Norway', ' Norway', 'Denmark', 'Sweden', ' United Kingdom']"
ECLI:NL:RBOVE:2017:5319,hennep,"['Netherlands', 'Norway', 'Denmark', 'Sweden', ' United Kingdom']"
ECLI:NL:RBOVE:2017:5319,hasjiesj,"['Netherlands', 'Norway', 'Denmark', 'Sweden', ' Norway']"
ECLI:NL:RBOVE:2017:5319,heroïne,"['Netherlands', ' United Kingdom', 'Norway', 'Denmark', 'Sweden']"
ECLI:NL:RBOVE:2017:5319,hasj,"['Denmark', ' Sweden', 'Sweden']"
ECLI:NL:RBOVE:2017:5319,diamorfine,"['Netherlands', 'Norway', 'Denmark', 'Sweden', ' United Kingdom']"
ECLI:NL:RVS:2014:2163,cannabis,[' Switzerland']
ECLI:NL:GHSHE:2020:3312,drugs,[' Austria']
ECLI:NL:GHSHE:2020:3312,mdma,[' Austria']
ECLI:NL:RBNNE:2017:2950,cocaïne,"['Dominican Republic', 'Colombia', ' Netherlands', 'Germany', 'Sweden', 'Netherlands', 'Ecuador', 'Belgium']"
ECLI:NL:RBNNE:2017:2950,xtc,"['Dominican Republic', 'Colombia', ' Netherlands', 'Germany', 'Sweden']"
ECLI:NL:RBNNE:2017:2950,speed,"['Dominican Republic', 'Colombia', ' Netherlands', 'Germany', 'Sweden']"
ECLI:NL:RBNNE:2017:2950,harddrugs,"['Netherlands', ' United States', 'Sweden', 'Germany', 'Dominican Republic', ' Netherlands', 'Belgium']"
ECLI:NL:RBNNE:2017:2950,amfetamine,"['Netherlands', ' United States', 'Sweden', 'Germany', 'Dominican Republic', 'Colombia', ' Netherlands', 'Belgium']"
ECLI:NL:RBNNE:2017:2951,cocaïne,"['Dominican Republic', 'Colombia', ' Netherlands', 'Sweden', 'Germany', 'Netherlands', ' United States', ' Sweden', 'Ecuador', 'Belgium']"
ECLI:NL:RBNNE:2017:2951,xtc,"['Dominican Republic', 'Colombia', ' Netherlands', 'Germany', 'Sweden']"
ECLI:NL:RBNNE:2017:2951,speed,"['Dominican Republic', 'Colombia', ' Netherlands', 'Germany', 'Sweden']"
ECLI:NL:RBNNE:2017:2951,harddrugs,"['Netherlands', ' United States', 'Sweden', 'Germany', 'Dominican Republic', ' Netherlands', 'Belgium']"
ECLI:NL:RBNNE:2017:2951,amfetamine,"['Dominican Republic', ' Netherlands', 'Sweden', 'Germany', 'Colombia', ' United States', 'Netherlands', ' Sweden', 'Belgium']"
ECLI:NL:PHR:2006:AU3446,cocaine,"[' United Kingdom', ' Suriname']"
ECLI:NL:PHR:2006:AU3446,hasjiesj,"[' United Kingdom', ' Suriname']"
ECLI:NL:RBNNE:2020:3430,drugs,['Germany']
ECLI:NL:RBDHA:2018:14334,drugs,"[' Italy', ' Netherlands', 'Belgium', 'Netherlands']"
ECLI:NL:PHR:2020:1136,hasj,['Morocco']
ECLI:NL:RBOBR:2018:1245,bmk,"[' Netherlands', ' Belgium']"
ECLI:NL:RBOBR:2018:1245,amfetamine,"[' Netherlands', ' Belgium']"
ECLI:NL:RBOBR:2018:1245,mdma,[' Netherlands']
ECLI:NL:RBOBR:2018:1245,mefedron,[' Netherlands']
ECLI:NL:RBOBR:2018:1245,cocaïne,[' Netherlands']
ECLI:NL:RBOBR:2018:1245,harddrugs,[' Netherlands']
ECLI:NL:RBNHO:2016:10681,fenacetine,['Denmark']
ECLI:NL:RBNHO:2016:10681,heroïne,['Denmark']
ECLI:NL:RBNHO:2016:10681,cocaïne,['Denmark']
ECLI:NL:RBNHO:2016:10681,drugs,"['Netherlands', 'Denmark']"
ECLI:NL:RBLIM:2021:379,heroïne,"[' Netherlands', 'Belgium', 'Netherlands']"
ECLI:NL:RBLIM:2021:379,cocaïne,"[' Netherlands', 'Belgium', 'Netherlands']"
ECLI:NL:RBLIM:2021:379,harddrugs,[' Netherlands']
ECLI:NL:RBLIM:2016:1522,apaan,['Germany']
ECLI:NL:RBZLY:2008:BC8227,cocaïne,"['Sweden', 'Germany']"
ECLI:NL:GHSGR:2002:AE8241,harddrugs,[' Netherlands']
ECLI:NL:GHSGR:2002:AE8241,drugs,[' Netherlands']
ECLI:NL:RBBRE:2009:BK5301,harddrugs,"['Belgium', 'Germany']"
ECLI:NL:RBROT:2019:8434,cocaïne,"[' Dominican Republic', 'Dominican Republic', ' Netherlands', 'Netherlands']"
ECLI:NL:RBHAA:2012:BX1627,drugs,"[' United Kingdom', 'Suriname']"
ECLI:NL:RBHAA:2012:BX1627,cocaïne,"[' United Kingdom', 'Suriname']"
ECLI:NL:GHSHE:2015:1521,mdma,[' Belgium']
ECLI:NL:GHSHE:2015:1521,drugs,"['Belgium', ' Netherlands']"
ECLI:NL:GHSHE:2015:1521,xtc-pillen,[' Netherlands']
ECLI:NL:GHSHE:2015:1522,mdma,[' Belgium']
ECLI:NL:GHSHE:2015:1522,drugs,"['Belgium', ' Netherlands']"
ECLI:NL:GHSHE:2015:1522,xtc-pillen,[' Netherlands']
ECLI:NL:RBAMS:2007:BA3365,mdma,['Australia']
ECLI:NL:RBAMS:2007:BA3365,mdea,['Australia']
ECLI:NL:RBAMS:2007:BA3365,xtc,"['Australia', ' Belgium']"
ECLI:NL:RBROT:2018:4505,drugs,[' Belgium']
ECLI:NL:RBAMS:2018:1739,drugs,['Ireland']
ECLI:NL:RBSHE:2009:BH1059,drugs,[' Netherlands']
ECLI:NL:RBSHE:2009:BH1059,xtc,[' Netherlands']
ECLI:NL:RBSHE:2009:BH1059,amfetamine,[' Netherlands']
ECLI:NL:PHR:2004:AO3254,cocaïne,"[' Netherlands', 'Netherlands']"
ECLI:NL:GHSHE:2004:AP1275,amfetamine,[' Netherlands']
ECLI:NL:PHR:2021:335,weed,['Germany']
ECLI:NL:RBGEL:2020:1248,apaa,[' Netherlands']
ECLI:NL:RBGEL:2020:1248,mapa,[' Netherlands']
ECLI:NL:RBGEL:2020:1248,drugs,[' Netherlands']
ECLI:NL:GHAMS:2017:477,cocaïne,"['Panama', 'Netherlands']"
ECLI:NL:RBNNE:2014:1029,hennep,['Germany']
ECLI:NL:PHR:2011:BP0070,paracetamol,[' Germany']
ECLI:NL:PHR:2011:BP0070,cafeïne,[' Germany']
ECLI:NL:PHR:2007:AZ8803,drugs,[' Netherlands']
ECLI:NL:PHR:2007:AZ8803,xtc,[' Netherlands']
ECLI:NL:PHR:2007:AZ8803,speed,[' Netherlands']
ECLI:NL:PHR:2007:AZ8803,cocaïne,[' Netherlands']
ECLI:NL:PHR:2007:AZ8803,ghb,[' Netherlands']
ECLI:NL:RBLIM:2021:8810,harddrugs,[' Netherlands']
ECLI:NL:PHR:2016:846,cannabis,"[' Belgium', ' Switzerland', ' Turkey', ' Colombia']"
ECLI:NL:PHR:2016:846,drugs,[' Netherlands']
ECLI:NL:PHR:2016:846,harddrugs,[' Netherlands']
ECLI:NL:RBZWB:2021:5060,amfetamine,[' Netherlands']
ECLI:NL:PHR:2018:315,drugs,"['Netherlands', ' Netherlands']"
ECLI:NL:GHARL:2016:1627,gbl,['Germany']
ECLI:NL:PHR:2011:BP0199,paracetamol,[' Germany']
ECLI:NL:PHR:2011:BP0199,cafeïne,[' Germany']
ECLI:NL:RBZUT:2009:BI3857,cocaïne,[' Netherlands']
ECLI:NL:RBDHA:2019:10103,drugs,[' United Kingdom']
ECLI:NL:RBDHA:2019:10103,harddrugs,"[' United Kingdom', ' Belgium', 'United Kingdom']"
ECLI:NL:RBDHA:2019:10103,cocaïne,"[' Belgium', ' Netherlands']"
ECLI:NL:GHAMS:2021:2634,cocaïne,[' Netherlands']
ECLI:NL:GHAMS:2021:2634,mdma,[' Netherlands']
ECLI:NL:GHAMS:2021:2634,drugs,[' Netherlands']
ECLI:NL:RBAMS:2020:1847,drugs,"[' Belgium', 'Belgium']"
ECLI:NL:CRVB:2013:1212,drugs,[' Netherlands']
ECLI:NL:RBHAA:2010:BN0971,cocaïne,"[' Netherlands', 'Netherlands', 'United States']"
ECLI:NL:GHAMS:2008:BE9983,drugs,[' Netherlands']
ECLI:NL:GHAMS:2008:BE9983,cocaïne,[' Italy']
ECLI:NL:RBOBR:2016:3828,harddrugs,"[' Netherlands', 'Europe']"
ECLI:NL:RBNNE:2017:2949,cocaïne,"['Dominican Republic', 'Colombia', ' Netherlands', 'Sweden', 'Germany', 'Netherlands', ' Belgium', 'Ecuador', 'Belgium']"
ECLI:NL:RBNNE:2017:2949,xtc,"['Dominican Republic', 'Colombia', 'Sweden', 'Germany']"
ECLI:NL:RBNNE:2017:2949,speed,"['Dominican Republic', 'Colombia', 'Sweden', 'Germany']"
ECLI:NL:RBNNE:2017:2949,harddrugs,"['Netherlands', ' United States', 'Sweden', 'Germany', 'Dominican Republic', ' Netherlands', 'Belgium']"
ECLI:NL:RBNNE:2017:2949,drugs,"['Dominican Republic', 'Colombia', ' Netherlands', 'Germany', 'Sweden']"
ECLI:NL:RBNNE:2017:2949,amfetamine,"['Dominican Republic', 'Germany', 'Sweden', ' Netherlands', 'Colombia']"
ECLI:NL:RBNNE:2017:2949,cocaïnetransporten,"[' Belgium', 'Netherlands']"
ECLI:NL:RBNNE:2017:2952,cocaïne,"['Dominican Republic', 'Colombia', ' Netherlands', 'Germany', 'Sweden', 'Netherlands', ' Belgium', 'Ecuador', 'Belgium']"
ECLI:NL:RBNNE:2017:2952,xtc,"['Dominican Republic', 'Colombia', ' Netherlands', 'Germany', 'Sweden']"
ECLI:NL:RBNNE:2017:2952,speed,"['Dominican Republic', 'Colombia', ' Netherlands', 'Germany', 'Sweden']"
ECLI:NL:RBNNE:2017:2952,harddrugs,"['Netherlands', ' United States', 'Sweden', 'Germany', 'Dominican Republic', ' Netherlands', 'Belgium']"
ECLI:NL:RBNNE:2017:2952,amfetamine,"['Sweden', 'Netherlands', 'Germany', 'Dominican Republic', ' Netherlands', 'Belgium']"
