,ecli,drug,relevant_countries,volume,volume_type,general_volume_type,general_volume,countries_present,verdict_date,general_drug_type,semi_general_drug_type
0,ECLI:NL:OGHACMB:2020:78,cocaïne,['Curaçao'],N/A,N/A,undefined,0,{'Curaçao': ['Curaçao']},2020-12-03,harddrugs,cocaine
1,ECLI:NL:OGHACMB:2020:78,hennep,['Curaçao'],N/A,N/A,undefined,0,{'Curaçao': ['Curaçao']},2020-12-03,softdrugs,cannabis
2,ECLI:NL:OGHACMB:2020:82,cocaïne,['Curaçao'],N/A,N/A,undefined,0,"{'Curaçao': ['Curaçao', 'Klein Curaçao', 'Curacao']}",2020-12-03,harddrugs,cocaine
3,ECLI:NL:OGHACMB:2020:82,hennep,['Curaçao'],N/A,N/A,undefined,0,"{'Curaçao': ['Curaçao', 'Klein Curaçao', 'Curacao']}",2020-12-03,softdrugs,cannabis
4,ECLI:NL:OGEAC:2018:352,hennep,[],N/A,N/A,undefined,0,{'Curaçao': ['Curaçao']},2018-06-29,softdrugs,cannabis
5,ECLI:NL:OGEAC:2018:352,hashish,[],N/A,N/A,undefined,0,{'Curaçao': ['Curaçao']},2018-06-29,softdrugs,cannabis
6,ECLI:NL:OGEAC:2018:353,cocaïne,[],N/A,N/A,undefined,0,{'Curaçao': ['Curaçao']},2018-06-29,harddrugs,cocaine
7,ECLI:NL:OGHACMB:2017:257,cocaïne,[],N/A,N/A,undefined,0,"{'Aruba': ['Aruba Curaçao Sint Maarten', 'Aruba']}",2017-01-16,harddrugs,cocaine
8,ECLI:NL:OGHACMB:2017:257,drugs,"['Aruba', 'Belgium']",1100,kilo,kg,1100,"{'Aruba': ['Aruba Curaçao Sint Maarten', 'Aruba']}",2017-01-16,unspecified,unspecified
9,ECLI:NL:OGEAC:2018:354,hennep,[],N/A,N/A,undefined,0,{'Curaçao': ['Curaçao']},2018-12-19,softdrugs,cannabis
10,ECLI:NL:OGEAC:2018:354,hashish,[],N/A,N/A,undefined,0,{'Curaçao': ['Curaçao']},2018-12-19,softdrugs,cannabis
11,ECLI:NL:GHAMS:2018:2662,cocaïne,['Argentina'],900,gram,gr,900,{'Argentina': ['Argentinië']},2018-03-07,harddrugs,cocaine
12,ECLI:NL:OGHACMB:2018:269,cocaïne,[],N/A,N/A,undefined,0,{'Aruba': ['Aruba']},2018-05-02,harddrugs,cocaine
13,ECLI:NL:OGHACMB:2018:269,hennep,[],N/A,N/A,undefined,0,{'Aruba': ['Aruba']},2018-05-02,softdrugs,cannabis
14,ECLI:NL:OGHACMB:2018:269,cocaine,[],N/A,N/A,undefined,0,{'Aruba': ['Aruba']},2018-05-02,harddrugs,cocaine
15,ECLI:NL:RBAMS:2017:9087,cocaïne,"['Colombia', 'Netherlands']",N/A,N/A,undefined,0,"{'Spain': ['Barcelona'], 'Colombia': ['Santa Martha', 'Colombia', 'Cartagena', 'Medellin'], 'Belgium': ['Antwerpen', 'België'], 'United Kingdom': ['Rusland']}",2017-08-12,harddrugs,cocaine
16,ECLI:NL:RBAMS:2017:9085,cocaïne,"['Colombia', 'Netherlands']",N/A,N/A,undefined,0,"{'Spain': ['Barcelona'], 'Colombia': ['Santa Martha', 'Colombia', 'Cartagena', 'Medellin'], 'Belgium': ['Antwerpen', 'België'], 'United Kingdom': ['Rusland']}",2017-08-12,harddrugs,cocaine
17,ECLI:NL:RBAMS:2017:9086,cocaïne,"['Colombia', 'Netherlands']",N/A,N/A,undefined,0,"{'Colombia': ['Colombia', 'Cartagena', 'Medellin'], 'Spain': ['Barcelona'], 'Belgium': ['Antwerpen', 'België'], 'United Kingdom': ['Rusland']}",2017-08-12,harddrugs,cocaine
18,ECLI:NL:RBAMS:2017:9088,cocaïne,"['Colombia', 'Netherlands']",N/A,N/A,undefined,0,"{'Spain': ['Barcelona'], 'Colombia': ['Santa Martha', 'Colombia', 'Cartagena', 'Medellin'], 'Belgium': ['Antwerpen', 'België'], 'United Kingdom': ['Rusland']}",2017-08-12,harddrugs,cocaine
19,ECLI:NL:RBAMS:2017:9089,cocaïne,"['Colombia', 'Netherlands']",N/A,N/A,undefined,0,"{'Belgium': ['Brussel', 'Antwerpen', 'België'], 'Spain': ['Spanje', 'Barcelona'], 'Colombia': ['Colombia', 'Santa Martha', 'Cartagena', 'Medellin'], 'United Kingdom': ['Rusland']}",2017-08-12,harddrugs,cocaine
20,ECLI:NL:RBAMS:2017:9090,cocaïne,"['United States', 'Netherlands']",234,milliliter,ml,234,"{'United States': ['tott'], 'Belgium': ['Brussel', 'Antwerpen', 'België'], 'Spain': ['Spanje', 'Barcelona'], 'Colombia': ['Santa Martha', 'Colombia', 'Cartagena', 'Medellin'], 'United Kingdom': ['Rusland']}",2017-08-12,harddrugs,cocaine
21,ECLI:NL:RBAMS:2017:9091,cocaïne,"['Colombia', 'Netherlands']",N/A,N/A,undefined,0,"{'Colombia': ['Colombia', 'Santa Martha', 'Cartagena', 'Medellin'], 'Spain': ['Barcelona'], 'Belgium': ['Antwerpen', 'België'], 'United Kingdom': ['Rusland'], 'France': ['Frankrijk']}",2017-08-12,harddrugs,cocaine
22,ECLI:NL:RBAMS:2017:9092,cocaïne,"['Colombia', 'Netherlands']",N/A,N/A,undefined,0,"{'Colombia': ['Colombia', 'Santa Martha', 'Cartagena', 'Medellin'], 'Spain': ['Barcelona'], 'Belgium': ['Antwerpen', 'België'], 'United Kingdom': ['Rusland']}",2017-08-12,harddrugs,cocaine
23,ECLI:NL:OGHACMB:2018:277,cocaïne,['Jamaica'],twee,kilo,kg,2,"{'Curaçao': ['Curaçao'], 'Jamaica': ['Jamaica']}",2018-07-19,harddrugs,cocaine
24,ECLI:NL:RBLEE:2010:BL3692,hasjiesj,"['Netherlands', 'Morocco']",10.000,kilogram,kg,10000,"{'Morocco': ['Marokko'], 'Spain': ['Spanje'], 'Portugal': ['Portugal']}",2010-11-02,softdrugs,cannabis
25,ECLI:NL:RBLEE:2010:BL3692,hennep,"['Netherlands', 'Morocco']",10.000,kilo,kg,10000,"{'Morocco': ['Marokko'], 'Spain': ['Spanje'], 'Portugal': ['Portugal']}",2010-11-02,softdrugs,cannabis
26,ECLI:NL:RBROT:2014:9162,heroïne,"['Netherlands', 'Belgium', 'France']",N/A,N/A,undefined,0,"{'Belgium': ['België', 'Belgie'], 'France': ['Frankrijk'], 'Morocco': ['Marokko']}",2014-09-09,harddrugs,heroin
27,ECLI:NL:RBROT:2014:9162,diacetylmorfine,"['Netherlands', 'Belgium', 'France']",N/A,N/A,undefined,0,"{'Belgium': ['België', 'Belgie'], 'France': ['Frankrijk'], 'Morocco': ['Marokko']}",2014-09-09,harddrugs,heroin
28,ECLI:NL:RBROT:2014:9162,cocaine,"['Netherlands', 'Belgium', 'France']",N/A,N/A,undefined,0,"{'Belgium': ['België', 'Belgie'], 'France': ['Frankrijk'], 'Morocco': ['Marokko']}",2014-09-09,harddrugs,cocaine
29,ECLI:NL:RBROT:2014:9162,cocaïne,"['Netherlands', 'Belgium', 'France']",N/A,N/A,undefined,0,"{'Belgium': ['België', 'Belgie'], 'France': ['Frankrijk'], 'Morocco': ['Marokko']}",2014-09-09,harddrugs,cocaine
30,ECLI:NL:RBLEE:2010:BL3686,hash,"['Morocco', 'Netherlands']",N/A,N/A,undefined,0,"{'Morocco': ['Marokko'], 'Portugal': ['Portugal']}",2010-11-02,softdrugs,cannabis
31,ECLI:NL:RBLEE:2010:BL3686,hasjiesj,"['Netherlands', 'Morocco']",10.000,kilogram,kg,10000,"{'Morocco': ['Marokko'], 'Portugal': ['Portugal']}",2010-11-02,softdrugs,cannabis
32,ECLI:NL:RBLEE:2010:BL3686,hennep,"['Netherlands', 'Morocco']",10.000,kilo,kg,10000,"{'Morocco': ['Marokko'], 'Portugal': ['Portugal']}",2010-11-02,softdrugs,cannabis
33,ECLI:NL:OGEAC:2019:141,cocaïne,[],182265,gram,gr,182265,"{'Curaçao': ['Curaçao', 'Sint Jorisbaai'], 'Dominican Republic': ['Dominicaanse Republiek', 'Santo Domingo'], 'Venezuela': ['Venezuela'], 'United States': ['Miami'], 'Aruba': ['Aruba'], 'Belgium': ['9790']}",2019-06-06,harddrugs,cocaine
34,ECLI:NL:OGEAC:2019:141,hennep,[],N/A,N/A,undefined,0,"{'Curaçao': ['Curaçao', 'Sint Jorisbaai'], 'Dominican Republic': ['Dominicaanse Republiek', 'Santo Domingo'], 'Venezuela': ['Venezuela'], 'United States': ['Miami'], 'Aruba': ['Aruba'], 'Belgium': ['9790']}",2019-06-06,softdrugs,cannabis
35,ECLI:NL:OGEAC:2019:141,hashish,[],N/A,N/A,undefined,0,"{'Curaçao': ['Curaçao', 'Sint Jorisbaai'], 'Dominican Republic': ['Dominicaanse Republiek', 'Santo Domingo'], 'Venezuela': ['Venezuela'], 'United States': ['Miami'], 'Aruba': ['Aruba'], 'Belgium': ['9790']}",2019-06-06,softdrugs,cannabis
36,ECLI:NL:GHAMS:2016:1885,cocaïne,['Netherlands'],N/A,N/A,undefined,0,"{'Suriname': ['Suriname'], 'Belgium': ['België'], 'Spain': ['Spanje'], 'Italy': ['Italië'], 'Morocco': ['Marokko']}",2016-04-05,harddrugs,cocaine
37,ECLI:NL:GHAMS:2016:1885,hasj,"['Morocco', 'Suriname']",N/A,N/A,undefined,0,"{'Suriname': ['Suriname'], 'Belgium': ['België'], 'Spain': ['Spanje'], 'Italy': ['Italië'], 'Morocco': ['Marokko']}",2016-04-05,softdrugs,cannabis
38,ECLI:NL:OGEAM:2016:114,marihuana,[],83,gram,gr,83,{'Sint Maarten': ['Sint Maarten']},2016-11-24,softdrugs,cannabis
39,ECLI:NL:OGEAM:2016:114,hennep,[],83,gram,gr,83,{'Sint Maarten': ['Sint Maarten']},2016-11-24,softdrugs,cannabis
40,ECLI:NL:OGHACMB:2011:BP7461,cocaïne,['Curaçao'],3400,gram,gr,3400,"{'Aruba': ['Aruba Curaçao Sint Maarten', 'Aruba'], 'Curaçao': ['Curaçao']}",2011-03-02,harddrugs,cocaine
41,ECLI:NL:RBROT:2021:12335,cocaïne,['Ecuador'],1.600,kilo,kg,1600,"{'Ecuador': ['Ecuador'], 'China': ['China'], 'Germany': ['Duitsland']}",2021-12-14,harddrugs,cocaine
42,ECLI:NL:RBAMS:2019:6196,drugs,[],N/A,N/A,undefined,0,"{'Germany': ['Köln', 'Duitsland', 'Keulen', 'Bondsrepubliek Duitsland', 'Emmerik']}",2019-08-20,unspecified,unspecified
43,ECLI:NL:RBAMS:2019:6196,4-fa,[],N/A,N/A,undefined,0,"{'Germany': ['Köln', 'Duitsland', 'Keulen', 'Bondsrepubliek Duitsland', 'Emmerik']}",2019-08-20,harddrugs,amphetamines
44,ECLI:NL:RBAMS:2019:6196,fentanyl,[],N/A,N/A,undefined,0,"{'Germany': ['Köln', 'Duitsland', 'Keulen', 'Bondsrepubliek Duitsland', 'Emmerik']}",2019-08-20,harddrugs,opioids
45,ECLI:NL:RBMAA:2010:BM8942,amfetamine,['Germany'],10,kilo,kg,10,"{'Germany': ['Duitsland', 'Herzogenrath', 'Aken', 'Düren', 'Bonn', 'Bremen'], 'Turkey': ['Turkije'], 'Belgium': ['Rekem', 'België'], 'Spain': ['Spanje']}",2010-06-23,harddrugs,amphetamines
46,ECLI:NL:RBMAA:2010:BM8942,hennep,[],10,kilo,kg,10,"{'Germany': ['Duitsland', 'Herzogenrath', 'Aken', 'Düren', 'Bonn', 'Bremen'], 'Turkey': ['Turkije'], 'Belgium': ['Rekem', 'België'], 'Spain': ['Spanje']}",2010-06-23,softdrugs,cannabis
47,ECLI:NL:RBMAA:2010:BM8942,wiet,['Germany'],N/A,N/A,undefined,0,"{'Germany': ['Duitsland', 'Herzogenrath', 'Aken', 'Düren', 'Bonn', 'Bremen'], 'Turkey': ['Turkije'], 'Belgium': ['Rekem', 'België'], 'Spain': ['Spanje']}",2010-06-23,softdrugs,cannabis
48,ECLI:NL:RBMAA:2010:BM8942,xtc-pillen,[],N/A,N/A,undefined,0,"{'Germany': ['Duitsland', 'Herzogenrath', 'Aken', 'Düren', 'Bonn', 'Bremen'], 'Turkey': ['Turkije'], 'Belgium': ['Rekem', 'België'], 'Spain': ['Spanje']}",2010-06-23,harddrugs,amphetamines
49,ECLI:NL:RBMAA:2010:BM8944,amfetamine,['Germany'],10,kilo,kg,10,"{'Germany': ['Herzogenrath', 'Aken', 'Duitsland'], 'Belgium': ['België']}",2010-06-23,harddrugs,amphetamines
50,ECLI:NL:RBMAA:2010:BM8944,hennep,[],10,kilo,kg,10,"{'Germany': ['Herzogenrath', 'Aken', 'Duitsland'], 'Belgium': ['België']}",2010-06-23,softdrugs,cannabis
51,ECLI:NL:RBMAA:2010:BM8944,wiet,['Germany'],N/A,N/A,undefined,0,"{'Germany': ['Herzogenrath', 'Aken', 'Duitsland'], 'Belgium': ['België']}",2010-06-23,softdrugs,cannabis
52,ECLI:NL:RBMAA:2010:BM8946,amfetamine,"['Netherlands', 'Germany']",vijftig,kilo,kg,50,"{'Germany': ['Duitsland', 'Bonn', 'Düren'], 'United States': ['NJ'], 'Belgium': ['België']}",2010-06-23,harddrugs,amphetamines
53,ECLI:NL:OGHACMB:2020:319,hennep,[],N/A,N/A,undefined,0,"{'Sint Maarten': ['Sint Maarten', 'Point Blanche']}",2020-03-12,softdrugs,cannabis
54,ECLI:NL:OGHACMB:2020:319,hashish,[],N/A,N/A,undefined,0,"{'Sint Maarten': ['Sint Maarten', 'Point Blanche']}",2020-03-12,softdrugs,cannabis
55,ECLI:NL:GHAMS:2021:3470,drugs,['Suriname'],N/A,N/A,undefined,0,"{'Suriname': ['Paramaribo', 'Suriname']}",2021-12-11,unspecified,unspecified
56,ECLI:NL:OGHNAA:2010:BM7471,cocaïne,['Curaçao'],N/A,N/A,undefined,0,{'Curaçao': ['Curaçao']},2010-05-20,harddrugs,cocaine
57,ECLI:NL:RBROT:2003:AI0298,drugs,['Spain'],N/A,N/A,undefined,0,{'Spain': ['Spanje']},2003-07-22,unspecified,unspecified
58,ECLI:NL:RBUTR:2007:BC0812,hasj,['United Kingdom'],60,kilogram,kg,60,{'United Kingdom': ['Engeland']},2007-12-21,softdrugs,cannabis
59,ECLI:NL:RBROT:2018:6609,heroïne,"['Netherlands', 'Belgium', 'France']",N/A,N/A,undefined,0,"{'Morocco': ['Marokko'], 'Belgium': ['België', 'Belgie'], 'France': ['Frankrijk']}",2018-05-07,harddrugs,heroin
60,ECLI:NL:RBROT:2018:6609,harddrugs,"['Belgium', 'France']",N/A,N/A,undefined,0,"{'Morocco': ['Marokko'], 'Belgium': ['België', 'Belgie'], 'France': ['Frankrijk']}",2018-05-07,harddrugs,unspecified
61,ECLI:NL:RBROT:2018:6609,heroine,"['Netherlands', 'Belgium', 'France']",N/A,N/A,undefined,0,"{'Morocco': ['Marokko'], 'Belgium': ['België', 'Belgie'], 'France': ['Frankrijk']}",2018-05-07,harddrugs,heroin
62,ECLI:NL:OGHNAA:2010:BO0092,cocaïne,[],N/A,N/A,undefined,0,"{'United States': ['D.C.', 'D.C.] en']}",2010-09-28,harddrugs,cocaine
63,ECLI:NL:OGHNAA:2010:BO0092,drugs,[],N/A,N/A,undefined,0,"{'United States': ['D.C.', 'D.C.] en']}",2010-09-28,unspecified,unspecified
64,ECLI:NL:GHAMS:2018:4059,drugs,[],N/A,N/A,undefined,0,{'Belgium': ['België']},2018-02-11,unspecified,unspecified
65,ECLI:NL:GHAMS:2013:33,cocaine,['Netherlands'],101197,gram,gr,101197,"{'United Kingdom': ['Londen', 'Groot-Brittannië', 'London City'], 'Suriname': ['Paramaribo', 'Suriname']}",2013-01-17,harddrugs,cocaine
66,ECLI:NL:GHAMS:2013:33,cocaïne,['Suriname'],2,kilogram,kg,2,"{'United Kingdom': ['Londen', 'Groot-Brittannië', 'London City'], 'Suriname': ['Paramaribo', 'Suriname']}",2013-01-17,harddrugs,cocaine
67,ECLI:NL:GHAMS:2013:33,cocaïnetransport,['Suriname'],N/A,N/A,undefined,0,"{'United Kingdom': ['Londen', 'Groot-Brittannië', 'London City'], 'Suriname': ['Paramaribo', 'Suriname']}",2013-01-17,harddrugs,cocaine
68,ECLI:NL:RBBRE:2005:AS5645,aceton,[],N/A,N/A,undefined,0,"{'Germany': ['Schönfeld'], 'Belgium': ['België', 'Wuustwezel', 'Belgie']}",2005-10-02,precursor,precursor
69,ECLI:NL:RBBRE:2005:AS5645,methanol,[],N/A,N/A,undefined,0,"{'Germany': ['Schönfeld'], 'Belgium': ['België', 'Wuustwezel', 'Belgie']}",2005-10-02,precursor,precursor
70,ECLI:NL:RBASS:2002:AF1854,tenamfetamine,['Netherlands'],N/A,N/A,undefined,0,"{'Sweden': ['Zweden'], 'Germany': ['Duitsland', 'Düsseldorf']}",2002-12-13,harddrugs,amphetamines
71,ECLI:NL:RBASS:2002:AF1854,mdma,['Netherlands'],N/A,N/A,undefined,0,"{'Sweden': ['Zweden'], 'Germany': ['Duitsland', 'Düsseldorf']}",2002-12-13,harddrugs,amphetamines
72,ECLI:NL:RBASS:2002:AF1854,amfetamine,['Netherlands'],N/A,N/A,undefined,0,"{'Sweden': ['Zweden'], 'Germany': ['Duitsland', 'Düsseldorf']}",2002-12-13,harddrugs,amphetamines
73,ECLI:NL:RBASS:2002:AF1854,drugs,[],418,kilo,kg,418,"{'Sweden': ['Zweden'], 'Germany': ['Duitsland', 'Düsseldorf']}",2002-12-13,unspecified,unspecified
74,ECLI:NL:GHAMS:2000:AE9770,xtc-tabletten,['Germany'],N/A,N/A,undefined,0,"{'Germany': ['Duitsland'], 'Spain': ['Spanje'], 'Portugal': ['2660'], 'Russia': ['062 034'], 'United States': ['062'], 'Australia': ['2570'], 'Iran': ['028 062']}",2000-05-01,harddrugs,amphetamines
75,ECLI:NL:GHAMS:2000:AE9770,speed,['Germany'],N/A,N/A,undefined,0,"{'Germany': ['Duitsland'], 'Spain': ['Spanje'], 'Portugal': ['2660'], 'Russia': ['062 034'], 'United States': ['062'], 'Australia': ['2570'], 'Iran': ['028 062']}",2000-05-01,harddrugs,amphetamines
76,ECLI:NL:RBROE:2012:BW3517,drugs,[],N/A,N/A,undefined,0,{'Germany': ['Duitsland']},2012-04-13,unspecified,unspecified
77,ECLI:NL:RBROE:2012:BW3517,hennep,['Germany'],N/A,N/A,undefined,0,{'Germany': ['Duitsland']},2012-04-13,softdrugs,cannabis
78,ECLI:NL:RBGRO:2011:BR4370,drugs,['Germany'],N/A,N/A,undefined,0,"{'Germany': ['Duitsland'], 'United Kingdom': ['Kiezebrink']}",2011-05-08,unspecified,unspecified
79,ECLI:NL:RBAMS:2016:9038,methamfetamine,[],N/A,N/A,undefined,0,"{'Sweden': ['Zweden'], 'Germany': ['Duitsland', 'Berlijn']}",2016-12-30,harddrugs,amphetamines
80,ECLI:NL:RBSGR:2004:AR2800,cocaïne,['Germany'],N/A,N/A,undefined,0,{'Germany': ['Duitsland']},2004-09-27,harddrugs,cocaine
81,ECLI:NL:RBSGR:2004:AR2800,drugs,['Germany'],N/A,N/A,undefined,0,{'Germany': ['Duitsland']},2004-09-27,unspecified,unspecified
82,ECLI:NL:RBHAA:2009:BH3433,drugs,['Belgium'],N/A,N/A,undefined,0,"{'Iceland': ['IJsland'], 'Dominican Republic': ['Dominicaanse republiek']}",2009-06-02,unspecified,unspecified
83,ECLI:NL:OGHNAA:2008:BH0939,cocaïne,['Curaçao'],305,kilogram,kg,305,"{'Sint Maarten': ['Sint Maarten'], 'Curaçao': ['Curaçao']}",2008-12-23,harddrugs,cocaine
84,ECLI:NL:RBNNE:2017:1462,drugs,"['Netherlands', 'Ecuador', 'United Kingdom', 'United States', 'Turkey']",N/A,N/A,undefined,0,"{'Ecuador': ['Ecuador', 'Machala', 'Guayaquil'], 'Turkey': ['Turkije'], 'Greece': ['Griekenland', 'Kos'], 'United Kingdom': ['Londen', 'Engeland', 'Groot-Brittannië'], 'Curaçao': ['Curaçao'], 'United States': ['New York', 'Athene', 'Amerika'], 'Panama': ['Panama']}",2017-04-18,unspecified,unspecified
85,ECLI:NL:RBNNE:2017:1462,heroïne,[],vier,kilo,kg,4,"{'Ecuador': ['Ecuador', 'Machala', 'Guayaquil'], 'Turkey': ['Turkije'], 'Greece': ['Griekenland', 'Kos'], 'United Kingdom': ['Londen', 'Engeland', 'Groot-Brittannië'], 'Curaçao': ['Curaçao'], 'United States': ['New York', 'Athene', 'Amerika'], 'Panama': ['Panama']}",2017-04-18,harddrugs,heroin
86,ECLI:NL:RBNNE:2017:1462,marihuana,['Ecuador'],N/A,N/A,undefined,0,"{'Ecuador': ['Ecuador', 'Machala', 'Guayaquil'], 'Turkey': ['Turkije'], 'Greece': ['Griekenland', 'Kos'], 'United Kingdom': ['Londen', 'Engeland', 'Groot-Brittannië'], 'Curaçao': ['Curaçao'], 'United States': ['New York', 'Athene', 'Amerika'], 'Panama': ['Panama']}",2017-04-18,softdrugs,cannabis
87,ECLI:NL:RBNNE:2017:1462,cocaïne,['Panama'],1.5,kilo,kg,15,"{'Ecuador': ['Ecuador', 'Machala', 'Guayaquil'], 'Turkey': ['Turkije'], 'Greece': ['Griekenland', 'Kos'], 'United Kingdom': ['Londen', 'Engeland', 'Groot-Brittannië'], 'Curaçao': ['Curaçao'], 'United States': ['New York', 'Athene', 'Amerika'], 'Panama': ['Panama']}",2017-04-18,harddrugs,cocaine
88,ECLI:NL:OGEAA:2021:367,hennep,[],N/A,N/A,undefined,0,{'Aruba': ['Aruba']},2021-07-22,softdrugs,cannabis
89,ECLI:NL:GHSHE:2012:BW7042,amfetamine,[],30,kilogram,kg,30,"{'Belgium': ['België', 'Horendonk', 'Moerkant', 'Nederland/België', 'België/Nederland', 'Kalmthout', 'Antwerpen', 'Schoten', 'Nieuwmoer', 'Belgie'], 'Germany': ['Essen', 'Duitsland'], 'France': ['Charbonneaux', 'Pau'], 'Estonia': ['Estland'], 'Ireland': ['Ierland'], 'Norway': ['Bergen'], 'United States': ['Engelsman', 'Coca']}",2012-05-30,harddrugs,amphetamines
90,ECLI:NL:GHSHE:2012:BW7042,mdma,[],150,kilogram,kg,150,"{'Belgium': ['België', 'Horendonk', 'Moerkant', 'Nederland/België', 'België/Nederland', 'Kalmthout', 'Antwerpen', 'Schoten', 'Nieuwmoer', 'Belgie'], 'Germany': ['Essen', 'Duitsland'], 'France': ['Charbonneaux', 'Pau'], 'Estonia': ['Estland'], 'Ireland': ['Ierland'], 'Norway': ['Bergen'], 'United States': ['Engelsman', 'Coca']}",2012-05-30,harddrugs,amphetamines
91,ECLI:NL:GHSHE:2012:BW7042,tabletten,[],N/A,N/A,undefined,0,"{'Belgium': ['België', 'Horendonk', 'Moerkant', 'Nederland/België', 'België/Nederland', 'Kalmthout', 'Antwerpen', 'Schoten', 'Nieuwmoer', 'Belgie'], 'Germany': ['Essen', 'Duitsland'], 'France': ['Charbonneaux', 'Pau'], 'Estonia': ['Estland'], 'Ireland': ['Ierland'], 'Norway': ['Bergen'], 'United States': ['Engelsman', 'Coca']}",2012-05-30,unspecified,unspecified
92,ECLI:NL:GHSHE:2012:BW7042,harddrugs,['Netherlands'],N/A,N/A,undefined,0,"{'Belgium': ['België', 'Horendonk', 'Moerkant', 'Nederland/België', 'België/Nederland', 'Kalmthout', 'Antwerpen', 'Schoten', 'Nieuwmoer', 'Belgie'], 'Germany': ['Essen', 'Duitsland'], 'France': ['Charbonneaux', 'Pau'], 'Estonia': ['Estland'], 'Ireland': ['Ierland'], 'Norway': ['Bergen'], 'United States': ['Engelsman', 'Coca']}",2012-05-30,harddrugs,unspecified
93,ECLI:NL:GHSHE:2012:BW7042,bmk,[],N/A,N/A,undefined,0,"{'Belgium': ['België', 'Horendonk', 'Moerkant', 'Nederland/België', 'België/Nederland', 'Kalmthout', 'Antwerpen', 'Schoten', 'Nieuwmoer', 'Belgie'], 'Germany': ['Essen', 'Duitsland'], 'France': ['Charbonneaux', 'Pau'], 'Estonia': ['Estland'], 'Ireland': ['Ierland'], 'Norway': ['Bergen'], 'United States': ['Engelsman', 'Coca']}",2012-05-30,precursor,precursor
94,ECLI:NL:GHSHE:2012:BW7042,drugs,"['Germany', 'Netherlands']",N/A,N/A,undefined,0,"{'Belgium': ['België', 'Horendonk', 'Moerkant', 'Nederland/België', 'België/Nederland', 'Kalmthout', 'Antwerpen', 'Schoten', 'Nieuwmoer', 'Belgie'], 'Germany': ['Essen', 'Duitsland'], 'France': ['Charbonneaux', 'Pau'], 'Estonia': ['Estland'], 'Ireland': ['Ierland'], 'Norway': ['Bergen'], 'United States': ['Engelsman', 'Coca']}",2012-05-30,unspecified,unspecified
95,ECLI:NL:GHSHE:2012:BW7042,aceton,"['Germany', 'Netherlands']",600,liter,liter,600,"{'Belgium': ['België', 'Horendonk', 'Moerkant', 'Nederland/België', 'België/Nederland', 'Kalmthout', 'Antwerpen', 'Schoten', 'Nieuwmoer', 'Belgie'], 'Germany': ['Essen', 'Duitsland'], 'France': ['Charbonneaux', 'Pau'], 'Estonia': ['Estland'], 'Ireland': ['Ierland'], 'Norway': ['Bergen'], 'United States': ['Engelsman', 'Coca']}",2012-05-30,precursor,precursor
96,ECLI:NL:GHSHE:2012:BW7042,methanol,[],N/A,N/A,undefined,0,"{'Belgium': ['België', 'Horendonk', 'Moerkant', 'Nederland/België', 'België/Nederland', 'Kalmthout', 'Antwerpen', 'Schoten', 'Nieuwmoer', 'Belgie'], 'Germany': ['Essen', 'Duitsland'], 'France': ['Charbonneaux', 'Pau'], 'Estonia': ['Estland'], 'Ireland': ['Ierland'], 'Norway': ['Bergen'], 'United States': ['Engelsman', 'Coca']}",2012-05-30,precursor,precursor
97,ECLI:NL:GHSHE:2012:BW7042,speed,[],10,kilo,kg,10,"{'Belgium': ['België', 'Horendonk', 'Moerkant', 'Nederland/België', 'België/Nederland', 'Kalmthout', 'Antwerpen', 'Schoten', 'Nieuwmoer', 'Belgie'], 'Germany': ['Essen', 'Duitsland'], 'France': ['Charbonneaux', 'Pau'], 'Estonia': ['Estland'], 'Ireland': ['Ierland'], 'Norway': ['Bergen'], 'United States': ['Engelsman', 'Coca']}",2012-05-30,harddrugs,amphetamines
98,ECLI:NL:GHAMS:2011:BQ8090,cocaïne,"['Netherlands', 'Brazil', 'Finland', 'Portugal']",893930,gram,gr,893930,"{'Brazil': ['Sao Paolo', 'Brazilië', 'Paulo'], 'Portugal': ['Lissabon', 'Portugal'], 'Spain': ['Spanje']}",2011-01-27,harddrugs,cocaine
99,ECLI:NL:GHAMS:2011:BQ8090,cocaïnetransport,['Brazil'],N/A,N/A,undefined,0,"{'Brazil': ['Sao Paolo', 'Brazilië', 'Paulo'], 'Portugal': ['Lissabon', 'Portugal'], 'Spain': ['Spanje']}",2011-01-27,harddrugs,cocaine
100,ECLI:NL:RBNHO:2020:2753,cocaïne,[],N/A,N/A,undefined,0,"{'United States': ['Gessel'], 'Norway': ['Bergen'], 'Syria': ['Syrië'], 'Germany': ['Duitsland']}",2020-10-04,harddrugs,cocaine
101,ECLI:NL:RBNHO:2020:2753,heroïne,[],N/A,N/A,undefined,0,"{'United States': ['Gessel'], 'Norway': ['Bergen'], 'Syria': ['Syrië'], 'Germany': ['Duitsland']}",2020-10-04,harddrugs,heroin
102,ECLI:NL:RBNHO:2020:2753,mdma,[],N/A,N/A,undefined,0,"{'United States': ['Gessel'], 'Norway': ['Bergen'], 'Syria': ['Syrië'], 'Germany': ['Duitsland']}",2020-10-04,harddrugs,amphetamines
103,ECLI:NL:RBMAA:2011:BP1646,hennep,[],N/A,N/A,undefined,0,"{'Belgium': ['België'], 'France': ['Frankrijk']}",2011-01-21,softdrugs,cannabis
