,ecli,drug,relevant_countries,volume,volume_type,general_volume_type,general_volume,countries_present,verdict_date,general_drug_type,semi_general_drug_type
1683,ECLI:NL:RBGEL:2018:5606,hennep,['Netherlands'],N/A,N/A,undefined,0,"{'Germany': ['Kleve', 'Duitsland', 'Kleef'], 'Belgium': ['Aalst'], 'France': ['Frankrijk'], 'United Kingdom': ['Verenigd Koninkrijk'], 'United States': ['Malden'], 'Italy': ['Milaan']}",2018-12-20,softdrugs,cannabis
1684,ECLI:NL:PHR:2004:AP1495,cocaïne,"['Curaçao', 'Netherlands']",127,kilo,kg,127,"{'Curaçao': ['Curaçao'], 'Aruba': ['Aruba'], 'Sint Maarten': ['St. Maarten']}",2004-09-28,harddrugs,cocaine
1685,ECLI:NL:PHR:2004:AP1495,drugs,[],N/A,N/A,undefined,0,"{'Curaçao': ['Curaçao'], 'Aruba': ['Aruba'], 'Sint Maarten': ['St. Maarten']}",2004-09-28,unspecified,unspecified
1686,ECLI:NL:RBAMS:2020:1317,drugs,[],N/A,N/A,undefined,0,"{'Poland': ['Warschau', 'Polen', 'Warsaw'], 'Belgium': ['Nieuwburg']}",2020-02-28,unspecified,unspecified
1687,ECLI:NL:RBNHO:2015:6073,drugs,['Italy'],N/A,N/A,undefined,0,"{'Ecuador': ['Equador', 'Ecuador'], 'Italy': ['Milaan', 'Brenta', 'Italië']}",2015-08-04,unspecified,unspecified
1688,ECLI:NL:PHR:2005:AT6061,cocaïne,['Curaçao'],vier,kilo,kg,4,"{'Curaçao': ['Curaçao', 'Curacao']}",2005-08-23,harddrugs,cocaine
1689,ECLI:NL:PHR:2005:AT6061,drugs,['Curaçao'],5600,gram,gr,5600,"{'Curaçao': ['Curaçao', 'Curacao']}",2005-08-23,unspecified,unspecified
1690,ECLI:NL:GHSHE:2003:AN9867,heroïne,"['Netherlands', 'United Kingdom']",35,kilogram,kg,35,{'United Kingdom': ['Engeland']},2003-12-12,harddrugs,heroin
1691,ECLI:NL:GHSHE:2021:2233,amfetamine,"['Netherlands', 'Germany']",5,kilo,kg,5,"{'Germany': ['Duitsland', 'Essen'], 'United Kingdom': ['Verenigd Koninkrijk']}",2021-12-07,harddrugs,amphetamines
1692,ECLI:NL:GHSHE:2021:2233,marihuana,"['Netherlands', 'Germany']",5,kilo,kg,5,"{'Germany': ['Duitsland', 'Essen'], 'United Kingdom': ['Verenigd Koninkrijk']}",2021-12-07,softdrugs,cannabis
1693,ECLI:NL:RBNNE:2017:2947,cocaïne,"['Dominican Republic', 'Belgium', 'Colombia', 'Sweden', 'Netherlands', 'Germany', 'Ecuador']",66,kilo,kg,66,"{'Belgium': ['België', 'Antwerpen'], 'Germany': ['Bondsrepubliek Duitsland', 'Duitsland', 'Hamburg'], 'Sweden': ['Zweden', 'Stockholm'], 'Colombia': ['Colombia'], 'Dominican Republic': ['Dominicaanse Republiek'], 'Denmark': ['Kopenhagen'], 'Morocco': ['Marokko'], 'Ecuador': ['Ecuador']}",2017-01-08,harddrugs,cocaine
1694,ECLI:NL:RBNNE:2017:2947,xtc,"['Dominican Republic', 'Colombia', 'Sweden', 'Germany']",400,kilogram,kg,400,"{'Belgium': ['België', 'Antwerpen'], 'Germany': ['Bondsrepubliek Duitsland', 'Duitsland', 'Hamburg'], 'Sweden': ['Zweden', 'Stockholm'], 'Colombia': ['Colombia'], 'Dominican Republic': ['Dominicaanse Republiek'], 'Denmark': ['Kopenhagen'], 'Morocco': ['Marokko'], 'Ecuador': ['Ecuador']}",2017-01-08,harddrugs,amphetamines
1695,ECLI:NL:RBNNE:2017:2947,speed,"['Dominican Republic', 'Colombia', 'Sweden', 'Germany']",400,kilogram,kg,400,"{'Belgium': ['België', 'Antwerpen'], 'Germany': ['Bondsrepubliek Duitsland', 'Duitsland', 'Hamburg'], 'Sweden': ['Zweden', 'Stockholm'], 'Colombia': ['Colombia'], 'Dominican Republic': ['Dominicaanse Republiek'], 'Denmark': ['Kopenhagen'], 'Morocco': ['Marokko'], 'Ecuador': ['Ecuador']}",2017-01-08,harddrugs,amphetamines
1696,ECLI:NL:RBNNE:2017:2947,harddrugs,"['Netherlands', 'Dominican Republic', 'Sweden', 'Germany', 'Belgium']",N/A,N/A,undefined,0,"{'Belgium': ['België', 'Antwerpen'], 'Germany': ['Bondsrepubliek Duitsland', 'Duitsland', 'Hamburg'], 'Sweden': ['Zweden', 'Stockholm'], 'Colombia': ['Colombia'], 'Dominican Republic': ['Dominicaanse Republiek'], 'Denmark': ['Kopenhagen'], 'Morocco': ['Marokko'], 'Ecuador': ['Ecuador']}",2017-01-08,harddrugs,unspecified
1697,ECLI:NL:RBNNE:2017:2947,drugs,['Colombia'],400,kilo,kg,400,"{'Belgium': ['België', 'Antwerpen'], 'Germany': ['Bondsrepubliek Duitsland', 'Duitsland', 'Hamburg'], 'Sweden': ['Zweden', 'Stockholm'], 'Colombia': ['Colombia'], 'Dominican Republic': ['Dominicaanse Republiek'], 'Denmark': ['Kopenhagen'], 'Morocco': ['Marokko'], 'Ecuador': ['Ecuador']}",2017-01-08,unspecified,unspecified
1698,ECLI:NL:RBNNE:2017:2947,coke,"['Colombia', 'Germany']",50,kilo,kg,50,"{'Belgium': ['België', 'Antwerpen'], 'Germany': ['Bondsrepubliek Duitsland', 'Duitsland', 'Hamburg'], 'Sweden': ['Zweden', 'Stockholm'], 'Colombia': ['Colombia'], 'Dominican Republic': ['Dominicaanse Republiek'], 'Denmark': ['Kopenhagen'], 'Morocco': ['Marokko'], 'Ecuador': ['Ecuador']}",2017-01-08,harddrugs,cocaine
1699,ECLI:NL:RBNNE:2017:2947,amfetamine,"['Sweden', 'Dominican Republic', 'Netherlands', 'Germany', 'Belgium']",N/A,N/A,undefined,0,"{'Belgium': ['België', 'Antwerpen'], 'Germany': ['Bondsrepubliek Duitsland', 'Duitsland', 'Hamburg'], 'Sweden': ['Zweden', 'Stockholm'], 'Colombia': ['Colombia'], 'Dominican Republic': ['Dominicaanse Republiek'], 'Denmark': ['Kopenhagen'], 'Morocco': ['Marokko'], 'Ecuador': ['Ecuador']}",2017-01-08,harddrugs,amphetamines
1700,ECLI:NL:RBLIM:2022:3230,harddrugs,['Germany'],N/A,N/A,undefined,0,"{'Germany': ['Duitsland', 'Bondsrepubliek Duitsland']}",2022-04-26,harddrugs,unspecified
1701,ECLI:NL:RBLIM:2022:3230,drugs,['Germany'],N/A,N/A,undefined,0,"{'Germany': ['Duitsland', 'Bondsrepubliek Duitsland']}",2022-04-26,unspecified,unspecified
1702,ECLI:NL:RBLIM:2021:5546,mdma,[],N/A,N/A,undefined,0,"{'Turkey': ['Turkije'], 'Denmark': ['Denemarken'], 'Germany': ['Duitsland', 'Alsdorf'], 'Belgium': ['België', 'Borgloon']}",2021-09-07,harddrugs,amphetamines
1703,ECLI:NL:RBLIM:2021:5546,amfetamine,[],N/A,N/A,undefined,0,"{'Turkey': ['Turkije'], 'Denmark': ['Denemarken'], 'Germany': ['Duitsland', 'Alsdorf'], 'Belgium': ['België', 'Borgloon']}",2021-09-07,harddrugs,amphetamines
1704,ECLI:NL:RBLIM:2021:5546,drugs,[],N/A,N/A,undefined,0,"{'Turkey': ['Turkije'], 'Denmark': ['Denemarken'], 'Germany': ['Duitsland', 'Alsdorf'], 'Belgium': ['België', 'Borgloon']}",2021-09-07,unspecified,unspecified
1705,ECLI:NL:RBZWB:2017:1624,drugs,['Spain'],N/A,N/A,undefined,0,"{'Spain': ['Spanje'], 'United Kingdom': ['NN4']}",2017-03-20,unspecified,unspecified
1706,ECLI:NL:HR:2015:2866,heroïne,['Netherlands'],N/A,N/A,undefined,0,"{'France': ['Frankrijk', 'Strasbourg'], 'United Kingdom': ['NN1', 'NN2', 'NN4'], 'United States': ['896']}",2015-09-29,harddrugs,heroin
1707,ECLI:NL:HR:2015:2866,cocaïne,['Netherlands'],N/A,N/A,undefined,0,"{'France': ['Frankrijk', 'Strasbourg'], 'United Kingdom': ['NN1', 'NN2', 'NN4'], 'United States': ['896']}",2015-09-29,harddrugs,cocaine
1708,ECLI:NL:RBLIM:2014:3197,methanol,[],N/A,N/A,undefined,0,"{'Belgium': ['België', 'Plombières']}",2014-01-04,precursor,precursor
1709,ECLI:NL:RBLIM:2014:3197,bmk,[],N/A,N/A,undefined,0,"{'Belgium': ['België', 'Plombières']}",2014-01-04,precursor,precursor
1710,ECLI:NL:RBLIM:2014:3197,amfetamine,[],N/A,N/A,undefined,0,"{'Belgium': ['België', 'Plombières']}",2014-01-04,harddrugs,amphetamines
1711,ECLI:NL:RBGRO:2010:BL2765,hasj,['Germany'],elf,kilo,kg,0,"{'Germany': ['Duitsland'], 'France': ['Frankrijk', 'Parijs', 'Périgueux'], 'United Kingdom': ['Kiezebrink']}",2010-05-02,softdrugs,cannabis
1712,ECLI:NL:RBGRO:2010:BL2765,drugs,['France'],N/A,N/A,undefined,0,"{'Germany': ['Duitsland'], 'France': ['Frankrijk', 'Parijs', 'Périgueux'], 'United Kingdom': ['Kiezebrink']}",2010-05-02,unspecified,unspecified
1713,ECLI:NL:RBGRO:2010:BL2765,wiet,['France'],3,kilo,kg,3,"{'Germany': ['Duitsland'], 'France': ['Frankrijk', 'Parijs', 'Périgueux'], 'United Kingdom': ['Kiezebrink']}",2010-05-02,softdrugs,cannabis
1714,ECLI:NL:RBGRO:2010:BL2765,hennep,['France'],30,gram,gr,30,"{'Germany': ['Duitsland'], 'France': ['Frankrijk', 'Parijs', 'Périgueux'], 'United Kingdom': ['Kiezebrink']}",2010-05-02,softdrugs,cannabis
1715,ECLI:NL:RBGRO:2010:BL2765,hasjiesj,['Germany'],30,gram,gr,30,"{'Germany': ['Duitsland'], 'France': ['Frankrijk', 'Parijs', 'Périgueux'], 'United Kingdom': ['Kiezebrink']}",2010-05-02,softdrugs,cannabis
1716,ECLI:NL:HR:2021:1841,drugs,[],N/A,N/A,undefined,0,"{'Germany': ['Keulen'], 'Belgium': ['Luik', 'België'], 'Austria': ['Wenen']}",2021-12-14,unspecified,unspecified
1717,ECLI:NL:RBGEL:2021:7218,crystal,['Mexico'],N/A,N/A,undefined,0,"{'Nigeria': ['Epe'], 'Mexico': ['Mexico']}",2021-09-21,harddrugs,amphetamines
1718,ECLI:NL:RBGEL:2021:7218,meth,['Mexico'],N/A,N/A,undefined,0,"{'Nigeria': ['Epe'], 'Mexico': ['Mexico']}",2021-09-21,harddrugs,amphetamines
1719,ECLI:NL:RBMNE:2020:66,hasj,[],N/A,N/A,undefined,0,"{'Morocco': ['Marokko'], 'Spain': ['Spanje']}",2020-01-13,softdrugs,cannabis
1720,ECLI:NL:RBMNE:2020:66,drugs,[],N/A,N/A,undefined,0,"{'Morocco': ['Marokko'], 'Spain': ['Spanje']}",2020-01-13,unspecified,unspecified
1721,ECLI:NL:RBMNE:2020:66,hennep,[],N/A,N/A,undefined,0,"{'Morocco': ['Marokko'], 'Spain': ['Spanje']}",2020-01-13,softdrugs,cannabis
1722,ECLI:NL:RBMNE:2018:1179,amfetamine,['Netherlands'],73525,gram,gr,73525,"{'Morocco': ['Marokko'], 'Germany': ['Duitsland'], 'Austria': ['Oostenrijk'], 'Australia': ['Australië'], 'Italy': ['Italië'], 'United States': ['iC2']}",2018-03-04,harddrugs,amphetamines
1723,ECLI:NL:RBMNE:2018:1179,mdma,['Netherlands'],73525,gram,gr,73525,"{'Morocco': ['Marokko'], 'Germany': ['Duitsland'], 'Austria': ['Oostenrijk'], 'Australia': ['Australië'], 'Italy': ['Italië'], 'United States': ['iC2']}",2018-03-04,harddrugs,amphetamines
1724,ECLI:NL:RBMNE:2018:1179,heroïne,['Netherlands'],73525,gram,gr,73525,"{'Morocco': ['Marokko'], 'Germany': ['Duitsland'], 'Austria': ['Oostenrijk'], 'Australia': ['Australië'], 'Italy': ['Italië'], 'United States': ['iC2']}",2018-03-04,harddrugs,heroin
1725,ECLI:NL:RBMNE:2018:1179,lsd,['Netherlands'],73525,gram,gr,73525,"{'Morocco': ['Marokko'], 'Germany': ['Duitsland'], 'Austria': ['Oostenrijk'], 'Australia': ['Australië'], 'Italy': ['Italië'], 'United States': ['iC2']}",2018-03-04,harddrugs,psychedelics
1726,ECLI:NL:RBMNE:2018:1179,cocaïne,['Netherlands'],73525,gram,gr,73525,"{'Morocco': ['Marokko'], 'Germany': ['Duitsland'], 'Austria': ['Oostenrijk'], 'Australia': ['Australië'], 'Italy': ['Italië'], 'United States': ['iC2']}",2018-03-04,harddrugs,cocaine
1727,ECLI:NL:RBMNE:2018:1179,metamfetamine,['Netherlands'],73525,gram,gr,73525,"{'Morocco': ['Marokko'], 'Germany': ['Duitsland'], 'Austria': ['Oostenrijk'], 'Australia': ['Australië'], 'Italy': ['Italië'], 'United States': ['iC2']}",2018-03-04,harddrugs,amphetamines
1728,ECLI:NL:RBMNE:2018:1179,meth,[],N/A,N/A,undefined,0,"{'Morocco': ['Marokko'], 'Germany': ['Duitsland'], 'Austria': ['Oostenrijk'], 'Australia': ['Australië'], 'Italy': ['Italië'], 'United States': ['iC2']}",2018-03-04,harddrugs,amphetamines
1729,ECLI:NL:RBMNE:2017:5713,harddrugs,['Belgium'],N/A,N/A,undefined,0,"{'France': ['Frankrijk'], 'Japan': ['Japan'], 'United Kingdom': ['Verenigd Koninkrijk'], 'Spain': ['Spanje']}",2017-11-14,harddrugs,unspecified
1730,ECLI:NL:RBGEL:2021:5948,heroïne,"['Germany', 'Netherlands']",drie,kilo,kg,3,"{'Albania': ['Albanië'], 'Germany': ['Duitsland', 'München', 'Frankfurt', 'Dortmund'], 'Croatia': ['Kroatië']}",2021-10-11,harddrugs,heroin
1731,ECLI:NL:RBGEL:2021:5948,drugs,"['Germany', 'Netherlands']",N/A,N/A,undefined,0,"{'Albania': ['Albanië'], 'Germany': ['Duitsland', 'München', 'Frankfurt', 'Dortmund'], 'Croatia': ['Kroatië']}",2021-10-11,unspecified,unspecified
1732,ECLI:NL:RBAMS:2021:731,drugs,[],N/A,N/A,undefined,0,"{'Greece': ['Athens', 'Griekenland'], 'Albania': ['Albanië'], 'Germany': ['Lübeck', 'Zwickau'], 'Spain': ['Spain'], 'Sweden': ['Zweden']}",2021-02-23,unspecified,unspecified
1733,ECLI:NL:RBOBR:2014:7193,pillen,['Spain'],N/A,N/A,undefined,0,{'Spain': ['Ibiza']},2014-11-26,unspecified,unspecified
1734,ECLI:NL:RBOBR:2014:7193,xtc-pillen,['Spain'],N/A,N/A,undefined,0,{'Spain': ['Ibiza']},2014-11-26,harddrugs,amphetamines
1735,ECLI:NL:GHAMS:2014:1318,cocaïne,"['Netherlands', 'Germany']",N/A,N/A,undefined,0,{'Germany': ['Duitsland']},2014-03-03,harddrugs,cocaine
1736,ECLI:NL:GHAMS:2014:1318,drugs,['Netherlands'],N/A,N/A,undefined,0,{'Germany': ['Duitsland']},2014-03-03,unspecified,unspecified
1737,ECLI:NL:RBSHE:2008:BC3152,mdma,"['Netherlands', 'Belgium']",N/A,N/A,undefined,0,"{'Belgium': ['Hechtel-Eksel', 'België', 'Belgie'], 'Poland': ['Polen']}",2008-01-31,harddrugs,amphetamines
1738,ECLI:NL:RBSHE:2008:BC3152,amfetamine,"['Netherlands', 'Belgium']",N/A,N/A,undefined,0,"{'Belgium': ['Hechtel-Eksel', 'België', 'Belgie'], 'Poland': ['Polen']}",2008-01-31,harddrugs,amphetamines
1739,ECLI:NL:RBSHE:2008:BC3152,mdma-poeder,[],N/A,N/A,undefined,0,"{'Belgium': ['Hechtel-Eksel', 'België', 'Belgie'], 'Poland': ['Polen']}",2008-01-31,harddrugs,amphetamines
1740,ECLI:NL:RBSHE:2008:BC3152,aceton,[],N/A,N/A,undefined,0,"{'Belgium': ['Hechtel-Eksel', 'België', 'Belgie'], 'Poland': ['Polen']}",2008-01-31,precursor,precursor
1741,ECLI:NL:PHR:2007:BB3067,xtc-pillen,"['Germany', 'Belgium', 'Netherlands']",800.000,pillen,pills,800000,"{'France': ['Frankrijk'], 'United Kingdom': ['Engeland'], 'Spain': ['Spanje'], 'Belgium': ['België', 'Antwerpen', 'Luik', 'Brasschaat', 'België-Nederland'], 'Germany': ['Lübeck', 'Duitsland', 'Aachen', 'Bremen', 'Bentheim', 'Bad Bentheim', 'Aken', 'Nordhorn'], 'Norway': ['Bergen']}",2007-10-23,harddrugs,amphetamines
1742,ECLI:NL:PHR:2007:BB3067,cocaïne,[],N/A,N/A,undefined,0,"{'France': ['Frankrijk'], 'United Kingdom': ['Engeland'], 'Spain': ['Spanje'], 'Belgium': ['België', 'Antwerpen', 'Luik', 'Brasschaat', 'België-Nederland'], 'Germany': ['Lübeck', 'Duitsland', 'Aachen', 'Bremen', 'Bentheim', 'Bad Bentheim', 'Aken', 'Nordhorn'], 'Norway': ['Bergen']}",2007-10-23,harddrugs,cocaine
1743,ECLI:NL:PHR:2007:BB3067,drugs,"['United Kingdom', 'Germany', 'Netherlands']",N/A,N/A,undefined,0,"{'France': ['Frankrijk'], 'United Kingdom': ['Engeland'], 'Spain': ['Spanje'], 'Belgium': ['België', 'Antwerpen', 'Luik', 'Brasschaat', 'België-Nederland'], 'Germany': ['Lübeck', 'Duitsland', 'Aachen', 'Bremen', 'Bentheim', 'Bad Bentheim', 'Aken', 'Nordhorn'], 'Norway': ['Bergen']}",2007-10-23,unspecified,unspecified
1744,ECLI:NL:PHR:2007:BB3067,pillen,"['Germany', 'Belgium', 'Netherlands']",30,kilometer,undefined,30,"{'France': ['Frankrijk'], 'United Kingdom': ['Engeland'], 'Spain': ['Spanje'], 'Belgium': ['België', 'Antwerpen', 'Luik', 'Brasschaat', 'België-Nederland'], 'Germany': ['Lübeck', 'Duitsland', 'Aachen', 'Bremen', 'Bentheim', 'Bad Bentheim', 'Aken', 'Nordhorn'], 'Norway': ['Bergen']}",2007-10-23,unspecified,unspecified
1745,ECLI:NL:PHR:2007:BB3067,xtc,['Germany'],N/A,N/A,undefined,0,"{'France': ['Frankrijk'], 'United Kingdom': ['Engeland'], 'Spain': ['Spanje'], 'Belgium': ['België', 'Antwerpen', 'Luik', 'Brasschaat', 'België-Nederland'], 'Germany': ['Lübeck', 'Duitsland', 'Aachen', 'Bremen', 'Bentheim', 'Bad Bentheim', 'Aken', 'Nordhorn'], 'Norway': ['Bergen']}",2007-10-23,harddrugs,amphetamines
1746,ECLI:NL:RBMNE:2017:5716,harddrugs,['Belgium'],N/A,N/A,undefined,0,"{'France': ['Frankrijk'], 'Japan': ['Japan'], 'United Kingdom': ['Verenigd Koninkrijk'], 'Spain': ['Spanje']}",2017-11-14,harddrugs,unspecified
1747,ECLI:NL:RBNNE:2017:2946,cocaïne,"['Dominican Republic', 'Belgium', 'Colombia', 'Sweden', 'Netherlands', 'Germany', 'Ecuador']",66,kilo,kg,66,"{'Belgium': ['België', 'Antwerpen'], 'Germany': ['Bondsrepubliek Duitsland', 'Duitsland', 'Hamburg', 'Bremerhaven', 'Duitsland.56'], 'Sweden': ['Zweden', 'Stockholm'], 'Colombia': ['Colombia'], 'Dominican Republic': ['Dominicaanse Republiek', 'Dominicaanse republiek'], 'United States': ['Kentucky'], 'Denmark': ['Kopenhagen'], 'Morocco': ['Marokko'], 'Ecuador': ['Ecuador'], 'Italy': ['Sardinië']}",2017-01-08,harddrugs,cocaine
1748,ECLI:NL:RBNNE:2017:2946,xtc,"['Dominican Republic', 'Colombia', 'Sweden', 'Germany']",400,kilogram,kg,400,"{'Belgium': ['België', 'Antwerpen'], 'Germany': ['Bondsrepubliek Duitsland', 'Duitsland', 'Hamburg', 'Bremerhaven', 'Duitsland.56'], 'Sweden': ['Zweden', 'Stockholm'], 'Colombia': ['Colombia'], 'Dominican Republic': ['Dominicaanse Republiek', 'Dominicaanse republiek'], 'United States': ['Kentucky'], 'Denmark': ['Kopenhagen'], 'Morocco': ['Marokko'], 'Ecuador': ['Ecuador'], 'Italy': ['Sardinië']}",2017-01-08,harddrugs,amphetamines
1749,ECLI:NL:RBNNE:2017:2946,speed,"['Dominican Republic', 'Colombia', 'Sweden', 'Germany']",400,kilogram,kg,400,"{'Belgium': ['België', 'Antwerpen'], 'Germany': ['Bondsrepubliek Duitsland', 'Duitsland', 'Hamburg', 'Bremerhaven', 'Duitsland.56'], 'Sweden': ['Zweden', 'Stockholm'], 'Colombia': ['Colombia'], 'Dominican Republic': ['Dominicaanse Republiek', 'Dominicaanse republiek'], 'United States': ['Kentucky'], 'Denmark': ['Kopenhagen'], 'Morocco': ['Marokko'], 'Ecuador': ['Ecuador'], 'Italy': ['Sardinië']}",2017-01-08,harddrugs,amphetamines
1750,ECLI:NL:RBNNE:2017:2946,harddrugs,"['Netherlands', 'Dominican Republic', 'Sweden', 'Germany', 'Belgium']",N/A,N/A,undefined,0,"{'Belgium': ['België', 'Antwerpen'], 'Germany': ['Bondsrepubliek Duitsland', 'Duitsland', 'Hamburg', 'Bremerhaven', 'Duitsland.56'], 'Sweden': ['Zweden', 'Stockholm'], 'Colombia': ['Colombia'], 'Dominican Republic': ['Dominicaanse Republiek', 'Dominicaanse republiek'], 'United States': ['Kentucky'], 'Denmark': ['Kopenhagen'], 'Morocco': ['Marokko'], 'Ecuador': ['Ecuador'], 'Italy': ['Sardinië']}",2017-01-08,harddrugs,unspecified
1751,ECLI:NL:RBNNE:2017:2946,amfetamine,"['Netherlands', 'Sweden', 'Dominican Republic', 'Germany', 'Belgium']",N/A,N/A,undefined,0,"{'Belgium': ['België', 'Antwerpen'], 'Germany': ['Bondsrepubliek Duitsland', 'Duitsland', 'Hamburg', 'Bremerhaven', 'Duitsland.56'], 'Sweden': ['Zweden', 'Stockholm'], 'Colombia': ['Colombia'], 'Dominican Republic': ['Dominicaanse Republiek', 'Dominicaanse republiek'], 'United States': ['Kentucky'], 'Denmark': ['Kopenhagen'], 'Morocco': ['Marokko'], 'Ecuador': ['Ecuador'], 'Italy': ['Sardinië']}",2017-01-08,harddrugs,amphetamines
1752,ECLI:NL:RBNNE:2017:2946,drugs,['Colombia'],400,kilo,kg,400,"{'Belgium': ['België', 'Antwerpen'], 'Germany': ['Bondsrepubliek Duitsland', 'Duitsland', 'Hamburg', 'Bremerhaven', 'Duitsland.56'], 'Sweden': ['Zweden', 'Stockholm'], 'Colombia': ['Colombia'], 'Dominican Republic': ['Dominicaanse Republiek', 'Dominicaanse republiek'], 'United States': ['Kentucky'], 'Denmark': ['Kopenhagen'], 'Morocco': ['Marokko'], 'Ecuador': ['Ecuador'], 'Italy': ['Sardinië']}",2017-01-08,unspecified,unspecified
1753,ECLI:NL:RBNNE:2017:2946,coke,"['Colombia', 'Germany']",50,kilo,kg,50,"{'Belgium': ['België', 'Antwerpen'], 'Germany': ['Bondsrepubliek Duitsland', 'Duitsland', 'Hamburg', 'Bremerhaven', 'Duitsland.56'], 'Sweden': ['Zweden', 'Stockholm'], 'Colombia': ['Colombia'], 'Dominican Republic': ['Dominicaanse Republiek', 'Dominicaanse republiek'], 'United States': ['Kentucky'], 'Denmark': ['Kopenhagen'], 'Morocco': ['Marokko'], 'Ecuador': ['Ecuador'], 'Italy': ['Sardinië']}",2017-01-08,harddrugs,cocaine
1754,ECLI:NL:RBNNE:2017:2946,weed,['Germany'],500,gram,gr,500,"{'Belgium': ['België', 'Antwerpen'], 'Germany': ['Bondsrepubliek Duitsland', 'Duitsland', 'Hamburg', 'Bremerhaven', 'Duitsland.56'], 'Sweden': ['Zweden', 'Stockholm'], 'Colombia': ['Colombia'], 'Dominican Republic': ['Dominicaanse Republiek', 'Dominicaanse republiek'], 'United States': ['Kentucky'], 'Denmark': ['Kopenhagen'], 'Morocco': ['Marokko'], 'Ecuador': ['Ecuador'], 'Italy': ['Sardinië']}",2017-01-08,softdrugs,cannabis
1755,ECLI:NL:RBSHE:2012:BW8620,drugs,['Belgium'],N/A,N/A,undefined,0,"{'Belgium': ['België', 'Turnhout', 'Leuven'], 'Germany': ['Bocholt']}",2012-06-14,unspecified,unspecified
1756,ECLI:NL:RBMAA:2010:BN1370,drugs,['Morocco'],N/A,N/A,undefined,0,"{'Spain': ['Ceuta', 'Tarifa'], 'Morocco': ['Marokko', 'Marakesh', 'Marrakech'], 'Belgium': ['België']}",2010-07-14,unspecified,unspecified
1757,ECLI:NL:RBMAA:2010:BN1370,hasjiesj,[],N/A,N/A,undefined,0,"{'Spain': ['Ceuta', 'Tarifa'], 'Morocco': ['Marokko', 'Marakesh', 'Marrakech'], 'Belgium': ['België']}",2010-07-14,softdrugs,cannabis
1758,ECLI:NL:RBLIM:2021:8808,heroïne,[],N/A,N/A,undefined,0,"{'Germany': ['Duitsland'], 'Belgium': ['Hoelbeek']}",2021-11-23,harddrugs,heroin
1759,ECLI:NL:RBLIM:2021:8808,cocaïne,[],N/A,N/A,undefined,0,"{'Germany': ['Duitsland'], 'Belgium': ['Hoelbeek']}",2021-11-23,harddrugs,cocaine
1760,ECLI:NL:PHR:2019:1186,cocaïne,[],916,gram,gr,916,"{'Germany': ['Keulen'], 'United States': ['Verenigde Staten']}",2019-11-19,harddrugs,cocaine
1761,ECLI:NL:PHR:2020:166,drugs,[],N/A,N/A,undefined,0,"{'Germany': ['Frankfurt', 'Duitsland']}",2020-03-03,unspecified,unspecified
1762,ECLI:NL:RBAMS:2020:2392,speed,"['Netherlands', 'Germany', 'Austria', 'Croatia']",N/A,N/A,undefined,0,"{'Austria': ['Salzburg', 'Oostenrijk', 'Viehhofen'], 'Germany': ['Duitsland'], 'Croatia': ['Kroatie']}",2020-03-03,harddrugs,amphetamines
1763,ECLI:NL:RBAMS:2020:2392,amfetamine,"['Netherlands', 'Germany', 'Austria', 'Croatia']",N/A,N/A,undefined,0,"{'Austria': ['Salzburg', 'Oostenrijk', 'Viehhofen'], 'Germany': ['Duitsland'], 'Croatia': ['Kroatie']}",2020-03-03,harddrugs,amphetamines
1764,ECLI:NL:RBAMS:2020:2392,cocaine,"['Netherlands', 'Germany', 'Austria', 'Croatia']",N/A,N/A,undefined,0,"{'Austria': ['Salzburg', 'Oostenrijk', 'Viehhofen'], 'Germany': ['Duitsland'], 'Croatia': ['Kroatie']}",2020-03-03,harddrugs,cocaine
1765,ECLI:NL:RBAMS:2020:2392,xtc-tabletten,"['Netherlands', 'Germany', 'Austria', 'Croatia']",N/A,N/A,undefined,0,"{'Austria': ['Salzburg', 'Oostenrijk', 'Viehhofen'], 'Germany': ['Duitsland'], 'Croatia': ['Kroatie']}",2020-03-03,harddrugs,amphetamines
1766,ECLI:NL:GHAMS:2017:5184,cocaïne,['Colombia'],N/A,N/A,undefined,0,"{'Colombia': ['Colombia'], 'Switzerland': ['Zwitserland']}",2017-11-27,harddrugs,cocaine
1767,ECLI:NL:RBNHO:2013:9085,cocaïne,['Suriname'],N/A,N/A,undefined,0,"{'Suriname': ['Suriname', 'Paramaribo']}",2013-09-16,harddrugs,cocaine
1768,ECLI:NL:RBNHO:2013:9085,drugs,[],N/A,N/A,undefined,0,"{'Suriname': ['Suriname', 'Paramaribo']}",2013-09-16,unspecified,unspecified
1769,ECLI:NL:RBAMS:2006:BD4461,cocaïne,[],11275,kilo,kg,11275,"{'Italy': ['Reggio', 'Italië', 'Reggio Calabria'], 'Brazil': ['Brazilië'], 'Spain': ['Spanje'], 'Peru': ['Peru'], 'Paraguay': ['Paraguay'], 'Uruguay': ['Uruguay']}",2006-08-12,harddrugs,cocaine
1770,ECLI:NL:GHSHE:2004:AP1487,pillen,"['Netherlands', 'United Kingdom']",260.000,pillen,pills,260000,"{'United Kingdom': ['Groot-Brittannië', 'Engeland'], 'United States': ['Engelsman'], 'Germany': ['Brandenburg']}",2004-04-03,unspecified,unspecified
