Year,week,0
2013,0,10.224438902743143
2013,1,24.189526184538654
2013,2,22.194513715710723
2013,3,69.57605985037407
2013,4,38.40399002493766
2013,5,22.443890274314214
2013,6,42.64339152119701
2013,7,12.468827930174564
2013,8,20.947630922693268
2013,9,18.70324189526185
2013,10,24.438902743142144
2013,11,85.78553615960101
2013,12,17.2069825436409
2013,13,16.708229426433917
2013,14,15.21197007481297
2013,15,8.728179551122196
2013,16,16.458852867830426
2013,17,12.967581047381547
2013,18,11.221945137157107
2013,19,25.43640897755611
2013,20,23.690773067331673
2013,21,10.723192019950126
2013,22,20.448877805486287
2013,23,24.688279301745634
2013,24,18.952618453865338
2013,25,17.2069825436409
2013,26,32.418952618453865
2013,27,46.38403990024938
2013,28,51.12219451371571
2013,29,24.189526184538654
2013,30,33.66583541147132
2013,31,34.16458852867831
2013,32,34.663341645885296
2013,33,21.94513715710723
2013,34,15.461346633416461
2013,35,33.416458852867834
2013,36,15.461346633416461
2013,37,7.980049875311722
2013,38,24.93765586034913
2013,39,8.229426433915213
2013,40,17.45635910224439
2013,41,17.2069825436409
2013,42,27.18204488778055
2013,43,45.137157107231914
2013,44,29.675810473815467
2013,45,100.0
2013,46,21.94513715710723
2013,47,47.13216957605985
2013,48,23.19201995012469
2013,49,50.374064837905244
2013,50,27.18204488778055
2013,51,8.977556109725688
2013,52,3.4912718204488784
2014,0,4.927536231884058
2014,1,13.91304347826087
2014,2,29.855072463768117
2014,3,10.724637681159422
2014,4,14.782608695652172
2014,5,13.333333333333334
2014,6,7.246376811594201
2014,7,6.956521739130435
2014,8,22.028985507246375
2014,9,9.565217391304348
2014,10,27.82608695652174
2014,11,15.362318840579709
2014,12,6.666666666666667
2014,13,9.565217391304348
2014,14,100.0
2014,15,14.782608695652172
2014,16,21.15942028985507
2014,17,57.97101449275361
2014,18,35.07246376811594
2014,19,12.463768115942027
2014,20,6.3768115942028984
2014,21,16.231884057971012
2014,22,12.753623188405797
2014,23,13.91304347826087
2014,24,13.333333333333334
2014,25,12.753623188405797
2014,26,10.434782608695652
2014,27,17.391304347826086
2014,28,29.565217391304344
2014,29,9.565217391304348
2014,30,18.55072463768116
2014,31,14.492753623188403
2014,32,11.884057971014492
2014,33,21.73913043478261
2014,34,19.71014492753623
2014,35,10.144927536231885
2014,36,10.144927536231885
2014,37,38.55072463768116
2014,38,23.768115942028984
2014,39,8.985507246376812
2014,40,10.724637681159422
2014,41,28.115942028985508
2014,42,24.05797101449275
2014,43,22.028985507246375
2014,44,26.956521739130434
2014,45,30.434782608695656
2014,46,42.028985507246375
2014,47,11.014492753623188
2014,48,24.347826086956523
2014,49,6.956521739130435
2014,50,9.855072463768115
2014,51,7.53623188405797
2014,52,2.898550724637681
2015,0,7.18336483931947
2015,1,14.36672967863894
2015,2,10.964083175803403
2015,3,13.42155009451796
2015,4,5.671077504725897
2015,5,10.964083175803403
2015,6,6.238185255198488
2015,7,8.506616257088846
2015,8,16.446124763705104
2015,9,17.76937618147448
2015,10,6.805293005671078
2015,11,15.122873345935725
2015,12,100.0
2015,13,10.586011342155007
2015,14,9.262759924385634
2015,15,17.958412098298677
2015,16,7.372400756143667
2015,17,9.073724007561436
2015,18,15.879017013232513
2015,19,12.476370510396976
2015,20,13.610586011342155
2015,21,6.994328922495274
2015,22,10.01890359168242
2015,23,12.854442344045367
2015,24,22.495274102079392
2015,25,8.695652173913043
2015,26,12.09829867674858
2015,27,5.671077504725897
2015,28,13.42155009451796
2015,29,13.79962192816635
2015,30,10.01890359168242
2015,31,8.695652173913043
2015,32,21.172022684310015
2015,33,7.372400756143667
2015,34,18.71455576559546
2015,35,6.04914933837429
2015,36,5.293005671077504
2015,37,15.689981096408317
2015,38,7.372400756143667
2015,39,4.3478260869565215
2015,40,4.536862003780718
2015,41,6.61625708884688
2015,42,5.671077504725897
2015,43,5.8601134215500945
2015,44,9.451795841209828
2015,45,8.31758034026465
2015,46,6.04914933837429
2015,47,5.103969754253308
2015,48,9.829867674858223
2015,49,4.914933837429111
2015,50,5.482041587901701
2015,51,8.506616257088846
2015,52,5.8601134215500945
2016,0,1.5151515151515151
2016,1,44.6969696969697
2016,2,13.257575757575758
2016,3,9.848484848484848
2016,4,100.0
2016,5,15.530303030303031
2016,6,13.257575757575758
2016,7,17.803030303030305
2016,8,9.469696969696969
2016,9,6.818181818181819
2016,10,22.34848484848485
2016,11,38.25757575757576
2016,12,14.015151515151514
2016,13,20.454545454545457
2016,14,33.33333333333333
2016,15,8.333333333333332
2016,16,47.34848484848485
2016,17,12.878787878787879
2016,18,6.818181818181819
2016,19,7.575757575757576
2016,20,13.257575757575758
2016,21,6.4393939393939394
2016,22,14.393939393939394
2016,23,6.818181818181819
2016,24,11.742424242424242
2016,25,15.909090909090908
2016,26,8.333333333333332
2016,27,13.257575757575758
2016,28,15.151515151515152
2016,29,21.59090909090909
2016,30,9.848484848484848
2016,31,10.984848484848484
2016,32,15.530303030303031
2016,33,10.984848484848484
2016,34,14.015151515151514
2016,35,6.818181818181819
2016,36,12.878787878787879
2016,37,8.333333333333332
2016,38,8.333333333333332
2016,39,9.09090909090909
2016,40,10.984848484848484
2016,41,5.303030303030303
2016,42,6.818181818181819
2016,43,12.121212121212121
2016,44,4.545454545454545
2016,45,9.469696969696969
2016,46,19.696969696969695
2016,47,8.333333333333332
2016,48,12.121212121212121
2016,49,13.257575757575758
2016,50,7.954545454545454
2016,51,4.924242424242424
2016,52,3.787878787878788
2017,1,16.52173913043478
2017,2,100.0
2017,3,26.956521739130434
2017,4,87.82608695652175
2017,5,26.08695652173913
2017,6,20.869565217391305
2017,7,19.130434782608692
2017,8,11.304347826086957
2017,9,18.26086956521739
2017,10,19.130434782608692
2017,11,6.956521739130435
2017,12,9.565217391304346
2017,13,10.434782608695652
2017,14,22.608695652173914
2017,15,8.695652173913043
2017,16,18.26086956521739
2017,17,17.391304347826086
2017,18,33.91304347826087
2017,19,38.260869565217384
2017,20,10.434782608695652
2017,21,19.130434782608692
2017,22,13.91304347826087
2017,23,6.086956521739131
2017,24,18.26086956521739
2017,25,10.434782608695652
2017,26,26.08695652173913
2017,27,21.73913043478261
2017,28,25.21739130434783
2017,29,40.0
2017,30,23.478260869565215
2017,31,42.608695652173914
2017,32,32.17391304347826
2017,33,18.26086956521739
2017,34,20.869565217391305
2017,35,35.65217391304348
2017,36,16.52173913043478
2017,37,11.304347826086957
2017,38,8.695652173913043
2017,39,20.869565217391305
2017,40,13.91304347826087
2017,41,27.82608695652174
2017,42,35.65217391304348
2017,43,24.347826086956523
2017,44,21.73913043478261
2017,45,16.52173913043478
2017,46,14.782608695652174
2017,47,25.21739130434783
2017,48,23.478260869565215
2017,49,13.91304347826087
2017,50,25.21739130434783
2017,51,5.217391304347826
2017,52,10.434782608695652
2017,53,4.3478260869565215
2018,0,3.2921810699588474
2018,1,14.814814814814813
2018,2,13.991769547325102
2018,3,6.995884773662551
2018,4,6.995884773662551
2018,5,4.938271604938271
2018,6,14.40329218106996
2018,7,5.349794238683128
2018,8,8.23045267489712
2018,9,8.23045267489712
2018,10,6.172839506172839
2018,11,13.580246913580247
2018,12,8.23045267489712
2018,13,7.4074074074074066
2018,14,4.938271604938271
2018,15,4.11522633744856
2018,16,5.761316872427983
2018,17,7.4074074074074066
2018,18,11.934156378600823
2018,19,8.23045267489712
2018,20,7.4074074074074066
2018,21,8.23045267489712
2018,22,6.584362139917695
2018,23,11.111111111111112
2018,24,11.522633744855966
2018,25,4.526748971193416
2018,26,6.584362139917695
2018,27,4.938271604938271
2018,28,5.761316872427983
2018,29,9.876543209876543
2018,30,7.4074074074074066
2018,31,5.349794238683128
2018,32,17.28395061728395
2018,33,12.345679012345679
2018,34,12.757201646090536
2018,35,9.876543209876543
2018,36,8.23045267489712
2018,37,9.465020576131689
2018,38,5.761316872427983
2018,39,15.637860082304526
2018,40,4.11522633744856
2018,41,9.876543209876543
2018,42,8.23045267489712
2018,43,8.641975308641975
2018,44,71.19341563786008
2018,45,14.40329218106996
2018,46,16.872427983539097
2018,47,100.0
2018,48,51.440329218106996
2018,49,53.49794238683128
2018,50,74.48559670781893
2018,51,16.46090534979424
2018,52,3.2921810699588474
2019,0,4.204204204204204
2019,1,3.453453453453453
2019,2,5.405405405405405
2019,3,5.855855855855856
2019,4,3.303303303303304
2019,5,4.054054054054054
2019,6,3.6036036036036037
2019,7,3.903903903903904
2019,8,5.855855855855856
2019,9,4.354354354354355
2019,10,9.45945945945946
2019,11,7.807807807807808
2019,12,2.102102102102102
2019,13,3.1531531531531534
2019,14,5.255255255255255
2019,15,4.504504504504505
2019,16,6.306306306306307
2019,17,4.804804804804806
2019,18,2.7027027027027026
2019,19,4.354354354354355
2019,20,2.8528528528528527
2019,21,4.204204204204204
2019,22,5.855855855855856
2019,23,1.5015015015015014
2019,24,100.0
2019,25,15.465465465465464
2019,26,7.357357357357358
2019,27,12.162162162162163
2019,28,5.555555555555556
2019,29,17.117117117117118
2019,30,6.456456456456457
2019,31,7.357357357357358
2019,32,13.363363363363364
2019,33,6.006006006006006
2019,34,6.456456456456457
2019,35,5.555555555555556
2019,36,9.00900900900901
2019,37,7.057057057057057
2019,38,4.354354354354355
2019,39,3.453453453453453
2019,40,9.00900900900901
2019,41,8.258258258258259
2019,42,1.651651651651652
2019,43,5.255255255255255
2019,44,2.8528528528528527
2019,45,3.303303303303304
2019,46,10.360360360360362
2019,47,3.903903903903904
2019,48,4.804804804804806
2019,49,3.1531531531531534
2019,50,4.804804804804806
2019,51,1.8018018018018018
2019,52,1.2012012012012014
2020,0,10.0
2020,1,28.000000000000004
2020,2,28.000000000000004
2020,3,100.0
2020,4,66.0
2020,5,31.0
